,Date,GameID,Season,M/F,Team1,Team2,Score1,Score2,Player1Team1,Player2Team1,Player3Team1,Player4Team1,Player5Team1,Player6Team1,Player7Team1,Player8Team1,Player9Team1,Player10Team1,Player11Team1,Player12Team1,Player13Team1,Player14Team1Player1Team2,Player2Team2,Player3Team2,Player4Team2,Player5Team2,Player6Team2,Player7Team2,Player8Team2,Player9Team2,Player10Team2,Player11Team2,Player12Team2,Player13Team2,Player14Team2,Player14Team1,Player1Team2
284,2020/02/01,1090.0,2019/2020,M,Netzhoppers KW-Bestensee,Volleyball Bisons Bühl,3,1,Herr Luke Thomas A.,Jalowietzki Jan,Scholten Iris,Ofoha Uchenna,Erdmann Jonathan,Klooss Adrian Lennart,Westphal Dirk,Just Maximilian,Ratajczak Kamil,Timmermann Theo,Lambert Adeja,-,-,,Stöhr Tim,Thiel Stefan,Goralik Yannick,Maase Lukas,Vaskelis Edvinas,Petty Gregory,Roatta Sebastian,Lohmann Elisa,Schmidgall Mario,Qafarena Anton,Malcher Moritz,-,-,-,Szabó Alpár
285,2020/01/18,2075.0,2019/2020,F,Dresdner SC,Allianz MTV Stuttgart,1,3,Dürr Lenka,Cyris Emma,Rolfzen Kadie,de Zwart Laura,Strubbe Monique,Keller Luisa,Stigrot Lena,Kapur Milorad,Kästner Pia,Radosova Nikola,Mrdak Ivana,King Brie Joy,Weitzel Camilla,,Lohuis Juliët,Cesar Annie,No Match,Speech Symone,Rosenthal Jenna,Jegdic Aleksandra,No Match,Rivers Krystal,Janiska Jennifer,Berger Lara,No Match,No Match,-,-,Koskelo Roosa
286,2020/22/02,2106.0,2020/2021,F,VfB Suhl LOTTO Thüringen,SC Potsdam,1,3,Patockova Tereza,Jasper Hester,Tauchert Sophie,Siebring Anniek,Watson Karis Elizabeth,Steger Claudia,Garski Jacqueline,Jacobson McKenzie,Jatzko Romy,Agost Taylor,-,-,-,,Abercrombie Brittany,Medic Sofija,Stautz Antonia,Escamilla Ana,Schulz Max,Grundt Lena,Hölzig Annegret,Imoudu Denise,Jegdic Aleksandra,Emonts Laura,-,-,-,-,Wilczek Natalie
287,2020/03/08,1116.0,2019/2020,M,WWK Volleys Herrsching,SWD powervolleys DÜREN,0,3,Filho Roosewelt,Sagstetter Jonas,Watanabe Shunsuke,Krüger Merten,Halanda Tomas,Peemüller Richard,Prokopczuk Rafal,Brand Tobias,Jurkovics Mathäus,Hamzagic Irfan,Van der Ent Luuc,-,-,,Broshog Tim,Schumann Philipp,Bann Blair,Brandt Niklas,Andrae Björn,Bogachev Egor,Andrei Michael,Gevert Sebastián,Kocian Tomas,-,-,-,-,-,Batanov Ivan
288,2020/10/04,2005.0,2020/2021,F,Allianz MTV Stuttgart,Rote Raben Vilsbiburg,3,0,Koskelo Roosa,Segura Palleres Maria,Lohuis Juliët,Grundt Lena,Jasper Hester,Grozer Dora,Rosenthal Jenna,Kästner Pia,Große Scharmann Lena,Papafotiou Athina,Rivers Krystal,Berger Lara,Mlejnkova Michaela,,Keller Luisa,Brisebois Danielle,Möller Onno,Glaab Corina,Schoot Myrthe Mathilde,Bock Josepha,Conaway Alexis,Haneline Kayla,Taylor Nikki Leialoha,Guilliams Jodie,White Jazmine,-,-,-,Dammer Simona
289,2019/10/26,2020.0,2019/2020,F,Ladies in Black Aachen,NawaRo Straubing,3,0,Agbortabi Vanessa,Divoux Aziliz,Thater Emily Grace,Blenckers Lynn,Polder Tessa,Jasper Hester,Olimstad Emilie,Malik Polina,Storck Maja,Hindriksen Mareike,-,-,-,,Stöhr Tim,Meis Lisanne,Morgenroth Paula,Lovo Steinsvag Oda,Ismaili Valbona,Wesser Julia,Große Scharmann Lena,Guilliams Jodie,Izquierdo-Mocasqui Lisa,Dreblow Sophie,Gryka Magdalena,-,-,-,Steen Knudsen Ragni
290,2019/12/21,1064.0,2019/2020,M,WWK Volleys Herrsching,Netzhoppers KW-Bestensee,3,2,Ilic Dorde,Stöhr Tim,Peter Tim,Tille Johannes,Tille Ferdinand,Kaminski Jonas,van Werkhoven Mart,Engelmann Linus,Mantha Jori Alexander,Penrose Jalen,-,-,-,,Jalowietzki Jan,Scholten Iris,Ofoha Uchenna,Klooss Adrian Lennart,Westphal Dirk,Just Maximilian,Ratajczak Kamil,Timmermann Theo,Guerra Uteau Simön,-,-,-,-,-,Herr Luke Thomas A.
291,2019/11/20,2038.0,2019/2020,F,Dresdner SC,SSC Palmberg Schwerin,0,3,Dürr Lenka,Cyris Emma,Rolfzen Kadie,de Zwart Laura,Strubbe Monique,Keller Luisa,Stigrot Lena,Kapur Milorad,Kästner Pia,Radosova Nikola,Mrdak Ivana,King Brie Joy,Weitzel Camilla,,Barber Nele,Pogany Anna,Wong-Orantes Justine,Bongaerts Britt,Drewniok Kimberly,Oude Luttikhuis Nicole,Hanke Denise,Dumancic Beta,Barfield Lauren,Adams Mckenzie,Jatzko Romy,Schölzel Marie,Ambrosius Lea,-,Szakmáry Greta
292,2020/12/27,2068.0,2020/2021,F,Schwarz-Weiß Erfurt,NawaRo Straubing,1,3,Palmer Madeline,Kovac Sara,Reinisch Paula,Krause Sabrina,Petter Michelle,Lenz Sindy,Michel Tosi Victoria,Gross Jasmine,Barthel Meghan,Maase Rica,Merte Franca,-,-,,Oiwoh Noemi Laureen,Ismaili Valbona,Norveel Kjersti,Kettenbach Elisabeth,Hölzig Annegret,Schweigmann Janna,Hänle Marie,Dreblow Sophie,Scholten Iris,Gryka Magdalena,-,-,-,-,Provaroni Claudia
293,2019/21/12,2064.0,2019/2020,F,SC Potsdam,USC Münster,3,0,Nichol Valerie,Wilczek Natalie,Abercrombie Brittany,Medic Sofija,Stautz Antonia,Escamilla Ana,Schulz Max,Grundt Lena,Hölzig Annegret,Imoudu Denise,Jegdic Aleksandra,-,-,,Nelson Taylor Kaera,Keller Luisa,Luther Doreen,Kastrup Liza,Korevaar Demi Johanna Marijke,Vanjak Ivana,Alsmeier Lina,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,Reusch Johann,-,-,-,Bock Linda
294,2020/03/08,1120.0,2019/2020,M,Netzhoppers KW-Bestensee,Helios GRIZZLYS Giesen,3,2,Herr Luke Thomas A.,Jalowietzki Jan,Scholten Iris,Ofoha Uchenna,Erdmann Jonathan,Klooss Adrian Lennart,Westphal Dirk,Just Maximilian,Ratajczak Kamil,Timmermann Theo,Lambert Adeja,-,-,,Richards Jordan Benjamin,Gross Jasmine,Costa da Silva Paulo Victo,Kaminski Jonas,Shavrak Dmytro,Stalekar Saso,Siirilä Tommi Juhani,Francös Pedro Henrique,Clere Jerome Claude Pierr,Duarte Souza Da Silva Do,Kronthaler Niklas,Malescha Daniel,-,-,Ringseis Florian
295,2021/02/06,1071.0,2020/2021,M,VC Wiesbaden,SWD powervolleys DÜREN,0,3,Jalowietzki Jan,Weir James,Goralik Yannick,Jackson James,Klooss Adrian Lennart,Westphal Dirk,Allik Karli,Ratajczak Kamil,Timmermann Theo,Mönnich Johannes,Kovác Jakub,Gust Levin,-,,Broshog Tim,Schumann Philipp,Bann Blair,Ireland Craig,Andrae Björn,Ernastowicz Marcin,Brand Tobias,Burggräf Eric,Gevert Sebastián,Van Berkel Lucas Joshua,Kocian Tomas,Deshane Jordan,-,-,Batanov Ivan
296,2019/12/21,1066.0,2019/2020,M,Helios GRIZZLYS Giesen,SVG Lüneburg,3,1,Ringseis Florian,Richards Jordan Benjamin,Gross Jasmine,Costa da Silva Paulo Victo,Kaminski Jonas,Stalekar Saso,Siirilä Tommi Juhani,Staples Max William,Francös Pedro Henrique,Duarte Souza Da Silva Do,Kronthaler Niklas,-,-,,van Solkema Gijs,Ronkainen Antti,Dervisaj Leon,Lindberg Viktor,Pörner Jannik,Brehme Anton,Scheerhoorn Blake,Krage Florian,Michelau Michael,Schlien Michel,Thole Konrad,-,-,-,Koslowsky Tyler
297,2020/12/02,1095.0,2020/2021,M,SWD powervolleys DÜREN,TSV Unterhaching,2,3,Batanov Ivan,Broshog Tim,Zachrich Jaromir,Schumann Philipp,Andrae Björn,Bogachev Egor,Brand Tobias,Andrei Michael,Burggräf Eric,Gevert Sebastián,Maase Lukas,-,-,,Petter Michelle,Dervisaj Leon,No Match,Nagel Friederich,Mönnich Johannes,Barfield Lauren,Grozer Tim,Takagui Ana Tiemi,Weir James,Tille Johannes,Apfelbach Karl,Hopt Jannis,-,-,Jarvis Jared
298,2020/11/29,1026.0,2020/2021,M,SWD powervolleys DÜREN,Netzhoppers KW-Bestensee,3,2,Batanov Ivan,Broshog Tim,Schumann Philipp,Bann Blair,Andrae Björn,Ernastowicz Marcin,Brand Tobias,Andrei Michael,Burggräf Eric,Gevert Sebastián,Van Berkel Lucas Joshua,Kocian Tomas,-,,Jalowietzki Jan,Weir James,Goralik Yannick,Jackson James,Klooss Adrian Lennart,Westphal Dirk,Allik Karli,Ratajczak Kamil,Timmermann Theo,Mönnich Johannes,Kovác Jakub,Gust Levin,-,-,Keturakis Byron
299,2020/08/02,2097.0,Off-Season,F,VC Wiesbaden,VfB Suhl LOTTO Thüringen,3,0,Oud Nynke,Großer Tanja,Wilczek Natalie,Hetmann Selma Theresa,Welsch Laurenz,Vyklická Klara,Hirsch Jana,Neuhaus Frauke,Wesser Julia,Dugan Shannon,Vedder Lena,Bjerland Renate,-,,Jasper Hester,Tauchert Sophie,Siebring Anniek,Watson Karis Elizabeth,Steger Claudia,Garski Jacqueline,Jacobson McKenzie,Jatzko Romy,Agost Taylor,Ciganikova Simona,-,-,-,-,Patockova Tereza
300,2019/11/10,2027.0,2019/2020,F,USC Münster,Rote Raben Vilsbiburg,2,3,Bock Linda,Keller Luisa,Luther Doreen,Kastrup Liza,Korevaar Demi Johanna Marijke,Vanjak Ivana,Alsmeier Lina,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,Reusch Johann,-,-,,Nagy Eszter,Möller Onno,Glaab Corina,Scholten Iris,Valdez Pol Nelmaira Carol,No Match,Bock Josepha,Ortiz Ruiz Neira Marina,Taylor Nikki Leialoha,Guilliams Jodie,Hernandez Ramos Alba R,-,-,-,Przybylak Daria
301,2020/01/02,2096.0,2019/2020,F,VfB Suhl LOTTO Thüringen,NawaRo Straubing,2,3,Patockova Tereza,Jasper Hester,Tauchert Sophie,Siebring Anniek,Watson Karis Elizabeth,Steger Claudia,Jacobson McKenzie,Jatzko Romy,Agost Taylor,-,-,-,-,,Stöhr Tim,Meis Lisanne,Turla Sofia,Morgenroth Paula,Lovo Steinsvag Oda,Ismaili Valbona,Wesser Julia,Große Scharmann Lena,Guilliams Jodie,Izquierdo-Mocasqui Lisa,Dreblow Sophie,Gryka Magdalena,-,-,Steen Knudsen Ragni
302,2021/01/27,1067.0,2020/2021,M,BERLIN RECYCLING Volleys,VfB Friedrichshafen,1,3,Kowalski Adam,Moraes Davy,Michelucci Renan,Grankin Sergey,Brehme Anton,Carle Timothée,Zenger Julian,Kessel Cody,Tuia Samuele,Patch Benjamin,Kaliberda Denys,Carbonera Éder,-,,Aylsworth Avery,Mote Nehemiah,Juhkami Martti,Balean Rares,van de Velde Arno,Bonin Ben-Simon,Weber Linus,Steuerwald Markus,Maase Lukas,Fiel Rodriguez David,Marechal Nicolas,-,-,-,Worsley Joseph
303,2021/01/23,2091.0,2020/2021,F,SC Potsdam,VfB Suhl LOTTO Thüringen,2,3,Agbortabi Vanessa,Wilczek Natalie,Abercrombie Brittany,Nogueras Jennifer,Speech Symone,Ruddins Lindsey,Erzen Darja,Veltman Kelsey,Jegdic Aleksandra,Flory Lindsay,Emonts Laura,-,-,,Harbin Danielle,Müller Sabrina,Meis Lisanne,Mohler Blake,Sunjic Jelena,de Zwart Laura,Steger Claudia,Lohmann Elisa,Pallag Agnes,Jaksetic Vedrana,-,-,-,-,Genitsaridi Maria
304,2021/02/17,2013.0,2020/2021,F,SC Potsdam,Allianz MTV Stuttgart,3,0,Agbortabi Vanessa,Wilczek Natalie,Abercrombie Brittany,Nogueras Jennifer,Stautz Antonia,Speech Symone,Ruddins Lindsey,Straube Sarah,Erzen Darja,Veltman Kelsey,Jegdic Aleksandra,Flory Lindsay,Emonts Laura,,Segura Palleres Maria,Lohuis Juliët,Jasper Hester,Grozer Dora,Rosenthal Jenna,Kästner Pia,Große Scharmann Lena,Papafotiou Athina,Rivers Krystal,Berger Lara,Mlejnkova Michaela,Todorova Mira,-,-,Koskelo Roosa
305,2020/01/15,1072.0,2019/2020,M,TSV Unterhaching,Helios GRIZZLYS Giesen,1,3,Jarvis Jared,Petter Michelle,Dervisaj Leon,Nagel Friederich,Mönnich Johannes,Barfield Lauren,Grozer Tim,Takagui Ana Tiemi,Weir James,Tille Johannes,Apfelbach Karl,-,-,,Richards Jordan Benjamin,Gross Jasmine,Costa da Silva Paulo Victo,Kaminski Jonas,Stalekar Saso,Siirilä Tommi Juhani,Staples Max William,Francös Pedro Henrique,Clere Jerome Claude Pierr,Duarte Souza Da Silva Do,Kronthaler Niklas,Malescha Daniel,-,-,Ringseis Florian
306,2021/01/29,1212.0,2020/2021,M,VCO Berlin,VfB Friedrichshafen,0,3,Eckardt Moritz,Hosch Tobias,Frohberg Marco,Möller Onno,Röhrs Erik,Hoyer Julian,John Filip,Lind Jonas,Hüther Franz,Schulz Max,Just Maximilian,Reusch Johann,Breburda Jan,,Aylsworth Avery,Mote Nehemiah,Juhkami Martti,Balean Rares,van de Velde Arno,Vincic Dejan,Bonin Ben-Simon,Weber Linus,Steuerwald Markus,Maase Lukas,Fiel Rodriguez David,Marechal Nicolas,-,-,Worsley Joseph
307,2020/12/26,2071.0,2020/2021,F,Rote Raben Vilsbiburg,Allianz MTV Stuttgart,2,3,Dammer Simona,Keller Luisa,Brisebois Danielle,Möller Onno,Glaab Corina,Schoot Myrthe Mathilde,Bock Josepha,Conaway Alexis,Haneline Kayla,Guilliams Jodie,-,-,-,,Segura Palleres Maria,Lohuis Juliët,Grundt Lena,Jasper Hester,Grozer Dora,Rosenthal Jenna,Kästner Pia,Große Scharmann Lena,Papafotiou Athina,Rivers Krystal,Berger Lara,Mlejnkova Michaela,Todorova Mira,-,Koskelo Roosa
308,2020/10/10,2007.0,2020/2021,F,Rote Raben Vilsbiburg,VfB Suhl LOTTO Thüringen,1,3,Dammer Simona,Keller Luisa,Brisebois Danielle,Möller Onno,Glaab Corina,Schoot Myrthe Mathilde,Bock Josepha,Conaway Alexis,Haneline Kayla,Taylor Nikki Leialoha,Guilliams Jodie,-,-,,Müller Sabrina,Meis Lisanne,Boom Dagmar,Mohler Blake,Sunjic Jelena,de Zwart Laura,Steger Claudia,Pallag Agnes,Jaksetic Vedrana,-,-,-,-,-,Harbin Danielle
309,2019/11/17,1041.0,2019/2020,M,TSV Unterhaching,Volleyball Bisons Bühl,3,0,Jarvis Jared,Petter Michelle,Dervisaj Leon,Nagel Friederich,Mönnich Johannes,Barfield Lauren,Grozer Tim,Takagui Ana Tiemi,Weir James,Martinez Gion Ramon Rer,Tille Johannes,Apfelbach Karl,-,,Stöhr Tim,Thiel Stefan,Goralik Yannick,Maase Lukas,Vaskelis Edvinas,Petty Gregory,Roatta Sebastian,Lohmann Elisa,Schmidgall Mario,Qafarena Anton,Malcher Moritz,-,-,-,Szabó Alpár
310,2020/16/01,1069.0,2020/2021,M,BERLIN RECYCLING Volleys,Netzhoppers KW-Bestensee,3,2,Kowalski Adam,Ensing Kyle,Jendryk Il Jeffrey,Malcher Moritz,Grankin Sergey,Klein Georg,Reusch Johann,Zenger Julian,Kessel Cody,Le Goff Nicolas,-,-,-,,Jalowietzki Jan,Scholten Iris,Ofoha Uchenna,Erdmann Jonathan,Klooss Adrian Lennart,Westphal Dirk,Just Maximilian,Ratajczak Kamil,Timmermann Theo,Lambert Adeja,Guerra Uteau Simön,-,-,-,Herr Luke Thomas A.
311,2019/10/16,1011.0,2019/2020,M,TSV Unterhaching,SVG Lüneburg,2,3,Jarvis Jared,Petter Michelle,Dervisaj Leon,Nagel Friederich,Mönnich Johannes,Barfield Lauren,Grozer Tim,Takagui Ana Tiemi,Tille Johannes,Apfelbach Karl,-,-,-,,van Solkema Gijs,Ronkainen Antti,Dervisaj Leon,Lindberg Viktor,Pörner Jannik,Brehme Anton,Scheerhoorn Blake,Krage Florian,Michelau Michael,Schlien Michel,Thole Konrad,-,-,-,Koslowsky Tyler
312,2021/02/07,,2020/2021,F,USC Münster,SC Potsdam,0,3,Bock Linda,Nelson Taylor Kaera,Kastrup Liza,Korevaar Demi Johanna Marijke,Lambert Adeja,Barber Nele,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,Kildau Erika,-,-,-,,Wilczek Natalie,Abercrombie Brittany,Nogueras Jennifer,Speech Symone,Ruddins Lindsey,Straube Sarah,Golm Merle,Erzen Darja,Veltman Kelsey,Jegdic Aleksandra,Flory Lindsay,Emonts Laura,Takagui Ana Tiemi,-,Agbortabi Vanessa
313,2019/10/17,1010.0,2019/2020,M,WWK Volleys Herrsching,Helios GRIZZLYS Giesen,2,3,Dorde llic,Peter Tim,Tille Johannes,Tille Ferdinand,Kaminski Jonas,van Werkhoven Mart,Engelmann Linus,Mantha Jori Alexander,Penrose Jalen,Tuia Samuele,-,-,-,,Gross Jasmine,Costa da Silva Paulo Victo,Kaminski Jonas,Stalekar Saso,Siirilä Tommi Juhani,Francös Pedro Henrique,Clere Jerome Claude Pierr,Duarte Souza Da Silva Do,Kronthaler Niklas,Malescha Daniel,-,-,-,-,Ringseis Florian
314,2021/02/20,1085.0,2020/2021,M,WWK Volleys Herrsching,TSV Unterhaching,3,0,Ilic Dorde,Lembach Justus,Peter Tim,van der Ent Luuc Cornelius,Tille Johannes,Tille Ferdinand,Kaminski Jonas,Ferch Iven Fietje,Engelmann Linus,Welsch Laurenz,Mantha Jori Alexander,Penrose Jalen,-,,Zahar George Alexandru,Sagstetter Jonas,Sagstetter Benedikt,Topuzliev Simeon,Graven Leonard,Brandt Niklas,Petrusic Juro,Gehringer Paul,Friedrich Roy,Paduretu Eric,Chefai Mohamed,-,-,-,Suck Fabian
315,2020/12/14,1203.0,2020/2021,M,VfB Friedrichshafen,VCO Berlin,3,0,Worsley Joseph,Aylsworth Avery,Mote Nehemiah,Juhkami Martti,Balean Rares,van de Velde Arno,Vincic Dejan,Bonin Ben-Simon,Böhme Marcus,Weber Linus,Steuerwald Markus,-,-,,Eckardt Moritz,No Match,Möller Onno,Röhrs Erik,Hoyer Julian,John Filip,Lind Jonas,Hüther Franz,Schulz Max,No Match,Cole Madelyn,Brentel Jannik,-,-,Kersting Maximilian
316,2020/12/19,2063.0,2020/2021,F,VC Wiesbaden,VfB Suhl LOTTO Thüringen,1,3,Schultz Pauline,Wong-Orantes Justine,Hetmann Selma Theresa,Runjic Marijeta,Rodwald Laura,Vyklická Klara,Neuhaus Frauke,Evans Ashley,Vedder Lena,Wruck Anna,Bjerland Renate,-,-,,Müller Sabrina,Meis Lisanne,Mohler Blake,Sunjic Jelena,de Zwart Laura,Steger Claudia,Lohmann Elisa,Pallag Agnes,Jaksetic Vedrana,-,-,-,-,-,Harbin Danielle
317,2021/02/06,1072.0,2020/2021,M,Volleyball Bisons Bühl,WWK Volleys Herrsching,0,3,Szabó Alpár,Stöhr Tim,Thiel Stefan,Gallas Simon,Aloisi Luciano,Vaskelis Edvinas,Henning Paul,Jurkovics Mathäus,Meier Leon,Ringseis Florian,-,-,-,,Lembach Justus,Peter Tim,van der Ent Luuc Cornelius,Tille Johannes,Tille Ferdinand,Kaminski Jonas,Ferch Iven Fietje,Welsch Laurenz,Mantha Jori Alexander,Penrose Jalen,Wieczorek David Matthew,-,-,-,Ilic Dorde
318,2021/17/02,1079.0,2021/2022,M,BERLIN RECYCLING Volleys,SVG Lüneburg,3,2,Kowalski Adam,Le Roux Kevin,Moraes Davy,Michelucci Renan,Grankin Sergey,Baghdady Robin,Brehme Anton,Carle Timothée,Zenger Julian,Kessel Cody,Tuia Samuele,Patch Benjamin,Carbonera Éder,,Ewert Jordan,van Solkema Gijs,Lindberg Viktor,Pörner Jannik,Craft William,Gerken Hannes,Peemüller Richard,Krage Florian,Schlien Michel,-,-,-,-,-,Koslowsky Tyler
319,2019/10/05,2005.0,2019/2020,F,Rote Raben Vilsbiburg,VfB Suhl LOTTO Thüringen,3,1,Przybylak Daria,Nagy Eszter,Möller Onno,Glaab Corina,Scholten Iris,Valdez Pol Nelmaira Carol,Schoot Myrthe Mathilde,Bock Josepha,Hötschl Paula,Taylor Nikki Leialoha,Guilliams Jodie,-,-,,Jasper Hester,Tauchert Sophie,Siebring Anniek,Watson Karis Elizabeth,Steger Claudia,Jacobson McKenzie,Michel Tosi Victoria,Valkova Katerina,Agost Taylor,Ciganikova Simona,-,-,-,-,Patockova Tereza
320,2021/02/02,2082.0,2020/2021,F,Dresdner SC,VfB Suhl LOTTO Thüringen,3,1,Dürr Lenka,Cyris Emma,Janiska Jennifer,Strubbe Monique,Hentz Morgan,Stigrot Lena,Storck Maja,Gray Jenna,Lieb Lina-Marie,Gates Madeleine,Weitzel Camilla,-,-,,Harbin Danielle,Müller Sabrina,Meis Lisanne,Boom Dagmar,Mohler Blake,Sunjic Jelena,de Zwart Laura,Steger Claudia,Lohmann Elisa,Pallag Agnes,Jaksetic Vedrana,-,-,-,Genitsaridi Maria
321,2020/02/05,2093.0,2019/2020,F,Rote Raben Vilsbiburg,USC Münster,1,3,Nagy Eszter,Möller Onno,Glaab Corina,Scholten Iris,Valdez Pol Nelmaira Carol,Schoot Myrthe Mathilde,Bock Josepha,Ortiz Ruiz Neira Marina,Hötschl Paula,Taylor Nikki Leialoha,Guilliams Jodie,Busch Amelie,-,,Nelson Taylor Kaera,Keller Luisa,Luther Doreen,Kastrup Liza,Korevaar Demi Johanna Marijke,Vanjak Ivana,Alsmeier Lina,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,Reusch Johann,-,-,-,Bock Linda
322,2019/17/10,1008.0,2019/2020,M,SWD powervolleys DÜREN,Netzhoppers KW-Bestensee,3,1,Broshog Tim,Zachrich Jaromir,Schumann Philipp,Brandt Niklas,Andrae Björn,Bogachev Egor,Brand Tobias,Andrei Michael,Burggräf Eric,Gevert Sebastián,-,-,-,,Jalowietzki Jan,Scholten Iris,Ofoha Uchenna,Erdmann Jonathan,Klooss Adrian Lennart,Westphal Dirk,Just Maximilian,Ratajczak Kamil,Timmermann Theo,Lambert Adeja,-,-,-,-,Herr Luke Thomas A.
323,2021/02/17,1215.0,2020/2021,M,VCO Berlin,VC Wiesbaden,0,3,Kersting Maximilian,Eckardt Moritz,Hosch Tobias,Frohberg Marco,Möller Onno,Röhrs Erik,John Filip,Reusch Johann,Lind Jonas,Hüther Franz,Schulz Max,Just Maximilian,Breburda Jan,,Weir James,Goralik Yannick,Jackson James,Klooss Adrian Lennart,Westphal Dirk,Allik Karli,Ratajczak Kamil,Timmermann Theo,Mönnich Johannes,Kovác Jakub,Gust Levin,Droszynsky Kamil,-,-,Jalowietzki Jan
324,2020/01/19,2074.0,2019/2020,F,USC Münster,Ladies in Black Aachen,3,2,Bock Linda,Nelson Taylor Kaera,Keller Luisa,Luther Doreen,Kastrup Liza,Korevaar Demi Johanna Marijke,Vanjak Ivana,Alsmeier Lina,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,-,-,,Divoux Aziliz,Thater Emily Grace,Blenckers Lynn,Polder Tessa,Olimstad Emilie,Malik Polina,Storck Maja,Hindriksen Mareike,Bernard Manon,-,-,-,-,-,Agbortabi Vanessa
325,2019/11/16,2042.0,2019/2020,F,NawaRo Straubing,Rote Raben Vilsbiburg,3,2,Steen Knudsen Ragni,Stöhr Tim,Ismaili Valbona,Wesser Julia,Große Scharmann Lena,Guilliams Jodie,Izquierdo-Mocasqui Lisa,Turla Sofia,-,-,-,-,-,,Nagy Eszter,Möller Onno,Glaab Corina,Scholten Iris,Valdez Pol Nelmaira Carol,Schoot Myrthe Mathilde,Bock Josepha,Ortiz Ruiz Neira Marina,Hötschl Paula,Taylor Nikki Leialoha,Guilliams Jodie,Hoyer Julian,Hernandez Ramos Alba R,-,Przybylak Daria
326,2021/02/03,2077.0,2020/2021,F,SC Potsdam,Ladies in Black Aachen,3,1,Agbortabi Vanessa,Wilczek Natalie,Abercrombie Brittany,Nogueras Jennifer,Speech Symone,Straube Sarah,Golm Merle,Erzen Darja,Veltman Kelsey,Jegdic Aleksandra,Flory Lindsay,Emonts Laura,-,,Kicka Kristina,Haynes Madeline,Lavickyte Rugile,Sorbo Live,Poll Jana Franziska,Olimstad Emilie,Timmerman Eline,Löcker Maja,Herelova Nina,Cesar Annie,Schwertmann Leonie,-,-,-,Hindriksen Mareike
327,2021/01/30,1069.0,2020/2021,M,SWD powervolleys DÜREN,SVG Lüneburg,3,0,Batanov Ivan,Broshog Tim,Schumann Philipp,Bann Blair,Ireland Craig,Andrae Björn,Ernastowicz Marcin,Burggräf Eric,Gevert Sebastián,Van Berkel Lucas Joshua,Kocian Tomas,-,-,,Ewert Jordan,van Solkema Gijs,Lindberg Viktor,Pörner Jannik,Craft William,Gerken Hannes,Peemüller Richard,Krage Florian,Schlien Michel,-,-,-,-,-,Koslowsky Tyler
328,2020/11/28,1029.0,2020/2021,M,BERLIN RECYCLING Volleys,United Volleys Frankfurt,3,0,Kowalski Adam,Moraes Davy,Kühner Sebastian,Michelucci Renan,Baghdady Robin,Brehme Anton,Zenger Julian,Kessel Cody,Tuia Samuele,Patch Benjamin,Carbonera Éder,-,-,,Urban Melf,Baxpöhler Noah,Bierwisch Ben,Grozer Tim,Schöps Jochen,Malescha Daniel,Günthör Jakob,Schmidgall Mario,Molzen Kjell Christian,Quiroga Rodrigo,Valkiers Matthias,Lauter Philipp,Hüger Linus,-,Tsuiki Satoshi
329,2021/02/13,2109.0,2020/2021,F,VC Wiesbaden,Rote Raben Vilsbiburg,0,3,Schultz Pauline,Großer Tanja,Wong-Orantes Justine,Hetmann Selma Theresa,Runjic Marijeta,Vyklická Klara,Neuhaus Frauke,Evans Ashley,Vedder Lena,Wruck Anna,Bjerland Renate,-,-,,Keller Luisa,Brisebois Danielle,Hartl Lena,Glaab Corina,Schoot Myrthe Mathilde,Bock Josepha,Conaway Alexis,Haneline Kayla,Guilliams Jodie,Hart Alexis,-,-,-,-,Dammer Simona
330,2020/01/18,2078.0,2019/2020,F,Rote Raben Vilsbiburg,Schwarz-Weiß Erfurt,3,1,Przybylak Daria,Nagy Eszter,Möller Onno,Glaab Corina,Scholten Iris,Valdez Pol Nelmaira Carol,Schoot Myrthe Mathilde,Bock Josepha,Taylor Nikki Leialoha,Guilliams Jodie,Hötschl Paula,Busch Amelie,-,,Pickrell Cassidy,Amaro Halli,Krause Sabrina,Petter Michelle,Lenz Sindy,Stauß Mia Anna,Brisebois Danielle,Maase Rica,Pettke Jennifer,Flory Lindsay,Dapic Barbara,-,-,-,Sagardia Clarisa
331,2020/02/09,2098.0,2019/2020,F,SC Potsdam,Ladies in Black Aachen,3,1,Nichol Valerie,Wilczek Natalie,Abercrombie Brittany,Medic Sofija,Stautz Antonia,Escamilla Ana,Schulz Max,Grundt Lena,Hölzig Annegret,Imoudu Denise,Jegdic Aleksandra,-,-,,Divoux Aziliz,Thater Emily Grace,Blenckers Lynn,Polder Tessa,Jasper Hester,Olimstad Emilie,Malik Polina,Storck Maja,Hindriksen Mareike,Bernard Manon,-,-,-,-,Agbortabi Vanessa
