,Date,GameID,Season,M/F,Team1,Team2,Score1,Score2,Player1Team1,Player2Team1,Player3Team1,Player4Team1,Player5Team1,Player6Team1,Player7Team1,Player8Team1,Player9Team1,Player10Team1,Player11Team1,Player12Team1,Player13Team1,Player14Team1Player1Team2,Player2Team2,Player3Team2,Player4Team2,Player5Team2,Player6Team2,Player7Team2,Player8Team2,Player9Team2,Player10Team2,Player11Team2,Player12Team2,Player13Team2,Player14Team2,Player14Team1,Player1Team2
97,2019/11/09,2028.0,2019/2020,F,SC Potsdam,Allianz MTV Stuttgart,0,3,Nichol Valerie,Wilczek Natalie,Abercrombie Brittany,Medic Sofija,Stautz Antonia,Escamilla Ana,Schulz Max,Grundt Lena,Hölzig Annegret,Imoudu Denise,Jegdic Aleksandra,-,-,,Schweigmann Janna,Lohuis Juliët,Cesar Annie,No Match,Rosenthal Jenna,Jegdic Aleksandra,No Match,Rivers Krystal,Janiska Jennifer,Berger Lara,No Match,No Match,-,-,Koskelo Roosa
98,2019/12/14,1055.0,2019/2020,M,SVG Lüneburg,WWK Volleys Herrsching,3,2,Koslowsky Tyler,van Solkema Gijs,Ronkainen Antti,Dervisaj Leon,Lindberg Viktor,Pörner Jannik,Brehme Anton,Scheerhoorn Blake,Krage Florian,Michelau Michael,Schlien Michel,-,-,,Krüger Merten,Halanda Tomas,Peemüller Richard,Prokopczuk Rafal,Brand Tobias,Jurkovics Mathäus,Hamzagic Irfan,Van der Ent Luuc,Knauer Marko Julian,Antony Carlos,-,-,-,-,Watanabe Shunsuke
99,2020/01/29,2085.0,2019/2020,F,Dresdner SC,VfB Suhl LOTTO Thüringen,3,0,Dürr Lenka,Cyris Emma,Rolfzen Kadie,de Zwart Laura,Strubbe Monique,Stigrot Lena,Kapur Milorad,Kästner Pia,Radosova Nikola,Mrdak Ivana,King Brie Joy,Weitzel Camilla,-,,Jasper Hester,Tauchert Sophie,Siebring Anniek,Watson Karis Elizabeth,Steger Claudia,Jacobson McKenzie,Agost Taylor,Ciganikova Simona,-,-,-,-,-,-,Patockova Tereza
100,2020/25/01,1080.0,2020/2021,M,SWD powervolleys DÜREN,Helios GRIZZLYS Giesen,3,1,Batanov Ivan,Broshog Tim,Schumann Philipp,Andrae Björn,Bogachev Egor,Brand Tobias,Andrei Michael,Burggräf Eric,Gevert Sebastián,Maase Lukas,-,-,-,,Mayaula Nzeza Magloire,No Match,Röling Jan,No Match,Busch Amelie,No Match,Schippmann Timon,No Match,Kvrzic Milan,Kapur Milorad,-,-,-,-,Wagner Hauke
101,2021/02/06,1074.0,2020/2021,M,United Volleys Frankfurt,BERLIN RECYCLING Volleys,3,2,Imhoff Facundo,Tsuiki Satoshi,Urban Melf,Baxpöhler Noah,Reinhardt Jonas,Schöps Jochen,Malescha Daniel,Günthör Jakob,Schmidgall Mario,Dervisaj Leon,Quiroga Rodrigo,-,-,,Moraes Davy,Michelucci Renan,Grankin Sergey,Brehme Anton,Carle Timothée,Zenger Julian,Kessel Cody,Tuia Samuele,Patch Benjamin,Kaliberda Denys,Carbonera Éder,Pujol Pierre,-,-,Kowalski Adam
102,2021/01/30,2099.0,2020/2021,F,SC Potsdam,VC Wiesbaden,3,0,Agbortabi Vanessa,Wilczek Natalie,Abercrombie Brittany,Nogueras Jennifer,Speech Symone,Straube Sarah,Golm Merle,Erzen Darja,Cekulaev Anastasia,Veltman Kelsey,Jegdic Aleksandra,Flory Lindsay,Emonts Laura,,Großer Tanja,Wong-Orantes Justine,Hetmann Selma Theresa,Runjic Marijeta,Vyklická Klara,Neuhaus Frauke,Evans Ashley,Vedder Lena,Wruck Anna,Bjerland Renate,Hötschl Paula,-,-,-,Schultz Pauline
103,2020/10/18,2015.0,2020/2021,F,Rote Raben Vilsbiburg,USC Münster,3,2,Dammer Simona,Keller Luisa,Brisebois Danielle,Möller Onno,Glaab Corina,Schoot Myrthe Mathilde,Bock Josepha,Conaway Alexis,Haneline Kayla,Taylor Nikki Leialoha,Guilliams Jodie,-,-,,Nelson Taylor Kaera,Brinkmann Anika,Kastrup Liza,Korevaar Demi Johanna Marijke,Lambert Adeja,Barber Nele,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,Lacerda Pereira Heloiza,Mohr Pia,Kirchhoff Mia,-,-,Bock Linda
104,2020/02/05,1096.0,2019/2020,M,WWK Volleys Herrsching,Helios GRIZZLYS Giesen,1,3,Filho Roosewelt,Sagstetter Jonas,Watanabe Shunsuke,Halanda Tomas,Peemüller Richard,Prokopczuk Rafal,Brand Tobias,Jurkovics Mathäus,Hamzagic Irfan,Van der Ent Luuc,-,-,-,,Richards Jordan,Gross Jasmine,Costa da Silva Paulo Victo,Kaminski Jonas,Stalekar Saso,Siirilä Tommi Juhani,Francös Pedro Henrique,Clere Jerome Claude Pierr,Duarte Souza Da Silva Do,Kronthaler Niklas,Malescha Daniel,-,-,-,Ringseis Florian
105,2021/02/20,1083.0,2020/2021,M,SVG Lüneburg,Helios GRIZZLYS Giesen,3,2,Koslowsky Tyler,Ewert Jordan,van Solkema Gijs,Lindberg Viktor,Pörner Jannik,Craft William,Gerken Hannes,Peemüller Richard,Krage Florian,-,-,-,-,,Krüger Merten,van Tilburg Stijn,Wagner Hauke,Menner Anton,Mayaula Nzeza Magloire,Seybering David,Röling Jan,Schippmann Timon,Kern Jacob,Kapur Milorad,-,-,-,-,Eshenko Pearson
106,2019/11/30,1053.0,2019/2020,M,TSV Unterhaching,United Volleys Frankfurt,3,2,Jarvis Jared,Petter Michelle,Dervisaj Leon,Nagel Friederich,Mönnich Johannes,Barfield Lauren,Grozer Tim,Takagui Ana Tiemi,Weir James,Martinez Gion Ramon Rer,Tille Johannes,Apfelbach Karl,-,,Bann Blair,van Rekom Floris,Henning Paul,Engelmann Linus,Yanagida Masahiro,Mrdak Milija,Brand Tobias,Schumann Philipp,Wolf Peter,Smith Luke,Valkiers Matthias,-,-,-,Toman Urban
107,2019/12/22,1065.0,2019/2020,M,TSV Unterhaching,Helios GRIZZLYS Giesen,3,1,Jarvis Jared,Petter Michelle,Dervisaj Leon,Welsch Laurenz,Nagel Friederich,Mönnich Johannes,Barfield Lauren,Grozer Tim,Takagui Ana Tiemi,Weir James,Martinez Gion Ramon Rer,Tille Johannes,Apfelbach Karl,,Wagner Hauke,Mayaula Nzeza Magloire,No Match,Röling Jan,No Match,Busch Amelie,No Match,Schippmann Timon,No Match,Kvrzic Milan,Kapur Milorad,-,-,-,Petter Michelle
108,2021/01/31,1056.0,2020/2021,M,BERLIN RECYCLING Volleys,Volleyball Bisons Bühl,3,0,Kowalski Adam,Le Roux Kevin,Moraes Davy,Michelucci Renan,Grankin Sergey,Brehme Anton,Carle Timothée,Zenger Julian,Kessel Cody,Tuia Samuele,Patch Benjamin,Kaliberda Denys,Carbonera Éder,,Stöhr Tim,Thiel Stefan,Gallas Simon,Aloisi Luciano,Vaskelis Edvinas,Henning Paul,Jurkovics Mathäus,Meier Leon,Ringseis Florian,Kronthaler Niklas,-,-,-,-,Szabó Alpár
109,2020/10/17,1003.0,2020/2021,M,Helios GRIZZLYS Giesen,WWK Volleys Herrsching,1,3,Eshenko Pearson,Krüger Merten,van Tilburg Stijn,Wagner Hauke,Menner Anton,Mayaula Nzeza Magloire,Seybering David,Röling Jan,Hopt Jannis,Schippmann Timon,Kern Jacob,-,-,,Lembach Justus,Peter Tim,van der Ent Luuc Cornelius,Tille Johannes,Tille Ferdinand,Kaminski Jonas,Ferch Iven Fietje,Welsch Laurenz,Mantha Jori Alexander,Penrose Jalen,Wieczorek David Matthew,-,-,-,Ilic Dorde
110,2020/12/16,1076.0,2020/2021,M,VfB Friedrichshafen,Volleyball Bisons Bühl,3,0,Worsley Joseph,Aylsworth Avery,Mote Nehemiah,Juhkami Martti,Balean Rares,van de Velde Arno,Vincic Dejan,Bonin Ben-Simon,Böhme Marcus,Weber Linus,Steuerwald Markus,Maase Lukas,-,,Stöhr Tim,Thiel Stefan,Gallas Simon,Aloisi Luciano,Vaskelis Edvinas,Henning Paul,Jurkovics Mathäus,Ringseis Florian,Kronthaler Niklas,Lopez Tomas,-,-,-,-,Szabó Alpár
111,2020/11/18,1023.0,2020/2021,M,Netzhoppers KW-Bestensee,WWK Volleys Herrsching,2,3,Keturakis Byron,Jalowietzki Jan,Weir James,Goralik Yannick,Jackson James,Klooss Adrian Lennart,Westphal Dirk,Allik Karli,Ratajczak Kamil,Timmermann Theo,Mönnich Johannes,Kovác Jakub,-,,Lembach Justus,Peter Tim,van der Ent Luuc Cornelius,Tille Johannes,Tille Ferdinand,Kaminski Jonas,Ferch Iven Fietje,Mantha Jori Alexander,Wieczorek David Matthew,-,-,-,-,-,Ilic Dorde
112,2019/11/09,2030.0,2019/2020,F,NawaRo Straubing,VfB Suhl LOTTO Thüringen,3,0,Steen Knudsen Ragni,Stöhr Tim,Ismaili Valbona,Wesser Julia,Große Scharmann Lena,Guilliams Jodie,Izquierdo-Mocasqui Lisa,-,-,-,-,-,-,,Jasper Hester,Tauchert Sophie,Siebring Anniek,Watson Karis Elizabeth,Steger Claudia,Jacobson McKenzie,Michel Tosi Victoria,Valkova Katerina,Agost Taylor,Ciganikova Simona,-,-,-,-,Patockova Tereza
113,2019/11/20,2040.0,2019/2020,F,SC Potsdam,VfB Suhl LOTTO Thüringen,3,0,Nichol Valerie,Wilczek Natalie,Abercrombie Brittany,Medic Sofija,Stautz Antonia,Escamilla Ana,Schulz Max,Grundt Lena,Hölzig Annegret,Imoudu Denise,Jegdic Aleksandra,-,-,,Jasper Hester,Tauchert Sophie,Siebring Anniek,Watson Karis Elizabeth,Steger Claudia,Jacobson McKenzie,Michel Tosi Victoria,Valkova Katerina,Agost Taylor,Ciganikova Simona,-,-,-,-,Patockova Tereza
114,2020/12/04,2051.0,2020/2021,F,Dresdner SC,VC Wiesbaden,3,0,Dürr Lenka,Cyris Emma,Janiska Jennifer,Stöckmann Sina,Strubbe Monique,Hentz Morgan,Stigrot Lena,Storck Maja,Crittenden Naya,Gray Jenna,Gates Madeleine,Weitzel Camilla,-,,Großer Tanja,Wong-Orantes Justine,Hetmann Selma Theresa,Runjic Marijeta,Rodwald Laura,Vyklická Klara,Neuhaus Frauke,Evans Ashley,Vedder Lena,Wruck Anna,Bjerland Renate,Hötschl Paula,-,-,Schultz Pauline
115,2021/01/28,2094.0,2020/2021,F,VC Wiesbaden,Schwarz-Weiß Erfurt,3,0,Schultz Pauline,Großer Tanja,Wong-Orantes Justine,Hetmann Selma Theresa,Runjic Marijeta,Vyklická Klara,Neuhaus Frauke,Evans Ashley,Vedder Lena,Wruck Anna,Bjerland Renate,-,-,,Kovac Sara,Reinisch Paula,Krause Sabrina,Petter Michelle,Lenz Sindy,Michel Tosi Victoria,Gross Jasmine,Barthel Meghan,Maase Rica,Merte Franca,Cole Madelyn,-,-,-,Palmer Madeline
116,2020/11/21,,2020/2021,F,Dresdner SC,Ladies in Black Aachen,3,0,Dürr Lenka,Cyris Emma,Janiska Jennifer,Strubbe Monique,Hentz Morgan,Stigrot Lena,Storck Maja,Crittenden Naya,Gray Jenna,Lieb Lina-Marie,Gates Madeleine,Weitzel Camilla,-,,Kicka Kristina,Haynes Madeline,Lavickyte Rugile,Sorbo Live,Poll Jana Franziska,Olimstad Emilie,Timmerman Eline,Herelova Nina,Cesar Annie,Schwertmann Leonie,-,-,-,-,Hindriksen Mareike
117,2020/05/02,1094.0,Off-Season,M,BERLIN RECYCLING Volleys,WWK Volleys Herrsching,3,0,Kowalski Adam,Ensing Kyle,Jendryk Il Jeffrey,Malcher Moritz,Grankin Sergey,Klein Georg,Reusch Johann,Zenger Julian,Kessel Cody,Tuia Samuele,Patch Benjamin,Le Goff Nicolas,-,,Peter Tim,Tille Johannes,Tille Ferdinand,Kaminski Jonas,van Werkhoven Mart,Mantha Jori Alexander,Penrose Jalen,Sagstetter Benedikt,-,-,-,-,-,-,Ilic Dorde
118,2020/03/01,2120.0,2019/2020,F,USC Münster,NawaRo Straubing,3,0,Bock Linda,Nelson Taylor Kaera,Keller Luisa,Luther Doreen,Kastrup Liza,Korevaar Demi Johanna Marijke,Vanjak Ivana,Alsmeier Lina,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,-,-,,Stöhr Tim,Jatzko Romy,Lovo Steinsvag Oda,Turla Sofia,Ismaili Valbona,Große Scharmann Lena,Guilliams Jodie,Izquierdo-Mocasqui Lisa,Dreblow Sophie,Gryka Magdalena,-,-,-,-,Steen Knudsen Ragni
119,2020/15/01,2071.0,2020/2021,F,VfB Suhl LOTTO Thüringen,Rote Raben Vilsbiburg,1,3,Patockova Tereza,Jasper Hester,Tauchert Sophie,Siebring Anniek,Watson Karis Elizabeth,Steger Claudia,Jacobson McKenzie,Agost Taylor,-,-,-,-,-,,Nagy Eszter,Möller Onno,Glaab Corina,Scholten Iris,Valdez Pol Nelmaira Carol,Schoot Myrthe Mathilde,Bock Josepha,Ortiz Ruiz Neira Marina,Taylor Nikki Leialoha,Guilliams Jodie,Hötschl Paula,Hernandez Ramos Alba R,-,-,Przybylak Daria
120,2021/02/10,,2020/2021,F,Schwarz-Weiß Erfurt,SSC Palmberg Schwerin,1,3,Grechanaia Anastasiia,Palmer Madeline,Kovac Sara,Reinisch Paula,Krause Sabrina,Petter Michelle,Lenz Sindy,Michel Tosi Victoria,Gross Jasmine,Barthel Meghan,Maase Rica,-,-,,Stoltenborg Femke,Jatzko Romy,Pogany Anna,Nestler Patricia,Agost Taylor,Oude Luttikhuis Nicole,Spelman Hayley,Barfield Lauren,Imoudu Denise,Schölzel Marie,Ambrosius Lea,-,-,-,Szakmáry Greta
121,2021/02/20,2116.0,2020/2021,F,Rote Raben Vilsbiburg,SSC Palmberg Schwerin,0,3,Dammer Simona,Keller Luisa,Brisebois Danielle,Hartl Lena,Glaab Corina,Schoot Myrthe Mathilde,Bock Josepha,Conaway Alexis,Haneline Kayla,Guilliams Jodie,-,-,-,,Stoltenborg Femke,Jatzko Romy,Pogany Anna,Nestler Patricia,Agost Taylor,Alsmeier Lina,Oude Luttikhuis Nicole,Spelman Hayley,Barfield Lauren,Imoudu Denise,Schölzel Marie,Ambrosius Lea,-,-,Szakmáry Greta
122,2020/10/17,2016.0,2020/2021,F,Dresdner SC,VfB Suhl LOTTO Thüringen,3,1,Dürr Lenka,Cyris Emma,Janiska Jennifer,Strubbe Monique,Hentz Morgan,Stigrot Lena,Storck Maja,Crittenden Naya,Gray Jenna,Lieb Lina-Marie,Gates Madeleine,Weitzel Camilla,-,,Müller Sabrina,Meis Lisanne,Boom Dagmar,Mohler Blake,Sunjic Jelena,de Zwart Laura,Steger Claudia,Lohmann Elisa,Pallag Agnes,Jaksetic Vedrana,-,-,-,-,Harbin Danielle
123,2020/12/22,1002.0,2020/2021,M,VfB Friedrichshafen,Netzhoppers KW-Bestensee,3,0,Worsley Joseph,Aylsworth Avery,Mote Nehemiah,Juhkami Martti,Balean Rares,van de Velde Arno,Vincic Dejan,Bonin Ben-Simon,Böhme Marcus,Weber Linus,Steuerwald Markus,Fiel Rodriguez David,-,,Jalowietzki Jan,Weir James,Goralik Yannick,Jackson James,Klooss Adrian Lennart,Westphal Dirk,Allik Karli,Ratajczak Kamil,Timmermann Theo,Mönnich Johannes,Kovác Jakub,Gust Levin,-,-,Keturakis Byron
124,2020/07/03,1118.0,Off-Season,M,VfB Friedrichshafen,WWK Volleys Herrsching,3,0,Worsley Joseph,Kocian Tomas,Späth-Westerholt Thilo,Mote Nehemiah,Menner Anton,Balean Rares,Janouch Jakub,Juhkami Martti,Malescha Daniel,Günthör Jakob,Steuerwald Markus,Gjorgiev Nikola,Schmidt Brendan,,Stöhr Tim,Peter Tim,Tille Johannes,Tille Ferdinand,Kaminski Jonas,van Werkhoven Mart,Engelmann Linus,Mantha Jori Alexander,Penrose Jalen,Tuia Samuele,Sagstetter Benedikt,-,-,-,Ilic Dorde
125,2020/10/17,2017.0,2020/2021,F,Ladies in Black Aachen,Schwarz-Weiß Erfurt,3,1,Hindriksen Mareike,Kicka Kristina,Haynes Madeline,Lavickyte Rugile,Sorbo Live,Poll Jana Franziska,Olimstad Emilie,Timmerman Eline,Löcker Maja,Herelova Nina,Cesar Annie,-,-,,Kovac Sara,Reinisch Paula,Krause Sabrina,Petter Michelle,Stauß Mia Anna,Lenz Sindy,Michel Tosi Victoria,Gross Jasmine,Barthel Meghan,Maase Rica,Cole Madelyn,-,-,-,Palmer Madeline
126,2020/10/24,2014.0,2020/2021,F,SSC Palmberg Schwerin,NawaRo Straubing,3,2,Szakmáry Greta,Stoltenborg Femke,Jatzko Romy,Pogany Anna,Nestler Patricia,Agost Taylor,Alsmeier Lina,Oude Luttikhuis Nicole,Spelman Hayley,Barfield Lauren,Imoudu Denise,Schölzel Marie,-,,Ismaili Valbona,Norveel Kjersti,Kettenbach Elisabeth,Hölzig Annegret,Szaboova Sandra,Schweigmann Janna,Hänle Marie,Dreblow Sophie,Scholten Iris,Gryka Magdalena,-,-,-,-,Provaroni Claudia
127,2019/10/12,1001.0,2019/2020,M,SVG Lüneburg,Volleyball Bisons Bühl,3,1,Koslowsky Tyler,van Solkema Gijs,Ronkainen Antti,Dervisaj Leon,Lindberg Viktor,Pörner Jannik,Brehme Anton,Scheerhoorn Blake,Krage Florian,Michelau Michael,Schlien Michel,-,-,,Stöhr Tim,Thiel Stefan,Goralik Yannick,Maase Lukas,Vaskelis Edvinas,Petty Gregory,Roatta Sebastian,Lohmann Elisa,Schmidgall Mario,Qafarena Anton,Malcher Moritz,-,-,-,Szabó Alpár
128,2020/11/01,2026.0,2020/2021,F,Dresdner SC,NawaRo Straubing,3,0,Dürr Lenka,Cyris Emma,Janiska Jennifer,Strubbe Monique,Hentz Morgan,Stigrot Lena,Storck Maja,Crittenden Naya,Gray Jenna,Lieb Lina-Marie,Gates Madeleine,Weitzel Camilla,-,,Ismaili Valbona,Norveel Kjersti,Kettenbach Elisabeth,Hölzig Annegret,Szaboova Sandra,Schweigmann Janna,Hänle Marie,Dreblow Sophie,Scholten Iris,Gryka Magdalena,-,-,-,-,Provaroni Claudia
129,2020/12/02,2089.0,2020/2021,F,Allianz MTV Stuttgart,VfB Suhl LOTTO Thüringen,2,3,Koskelo Roosa,Segura Palleres Maria,Lohuis Juliët,Grozer Dora,Rosenthal Jenna,Kästner Pia,Große Scharmann Lena,Papafotiou Athina,Berger Lara,Mlejnkova Michaela,-,-,-,,Müller Sabrina,Meis Lisanne,Mohler Blake,Sunjic Jelena,de Zwart Laura,Steger Claudia,Lohmann Elisa,Pallag Agnes,Jaksetic Vedrana,-,-,-,-,-,Harbin Danielle
130,2020/11/03,1126.0,2020/2021,M,SWD powervolleys DÜREN,Volleyball Bisons Bühl,3,0,Batanov Ivan,Broshog Tim,Schumann Philipp,Bann Blair,Brandt Niklas,Andrae Björn,Bogachev Egor,Andrei Michael,Burggräf Eric,Gevert Sebastián,-,-,-,,Stöhr Tim,Thiel Stefan,Goralik Yannick,Maase Lukas,Vaskelis Edvinas,Petty Gregory,Lohmann Elisa,Schmidgall Mario,Qafarena Anton,Malcher Moritz,-,-,-,-,Szabó Alpár
131,2021/01/13,1055.0,2020/2021,M,BERLIN RECYCLING Volleys,TSV Unterhaching,3,0,Kowalski Adam,Moraes Davy,Kühner Sebastian,Michelucci Renan,Grankin Sergey,Brehme Anton,Carle Timothée,Zenger Julian,Kessel Cody,Kaliberda Denys,Carbonera Éder,-,-,,Sagstetter Jonas,Sagstetter Benedikt,Topuzliev Simeon,Graven Leonard,Brandt Niklas,Petrusic Juro,Thom Benjamin,Gehringer Paul,Paduretu Eric,Chefai Mohamed,-,-,-,-,Suck Fabian
132,2020/11/28,2048.0,2020/2021,F,Dresdner SC,Schwarz-Weiß Erfurt,3,0,Dürr Lenka,Cyris Emma,Janiska Jennifer,Strubbe Monique,Hentz Morgan,Stigrot Lena,Storck Maja,Crittenden Naya,Gray Jenna,Lieb Lina-Marie,Gates Madeleine,Weitzel Camilla,-,,Kovac Sara,Reinisch Paula,Krause Sabrina,Petter Michelle,Lenz Sindy,Michel Tosi Victoria,Gross Jasmine,Werner Bianka,Maase Rica,Merte Franca,Cole Madelyn,-,-,-,Palmer Madeline
133,2020/11/28,2043.0,2020/2021,F,Rote Raben Vilsbiburg,VC Wiesbaden,3,0,Dammer Simona,Keller Luisa,Brisebois Danielle,Möller Onno,Glaab Corina,Schoot Myrthe Mathilde,Bock Josepha,Conaway Alexis,Haneline Kayla,-,-,-,-,,Wong-Orantes Justine,Hetmann Selma Theresa,Runjic Marijeta,Vyklická Klara,Neuhaus Frauke,Evans Ashley,Vedder Lena,Wruck Anna,Bjerland Renate,Hötschl Paula,-,-,-,-,Schultz Pauline
134,2021/02/20,2118.0,2020/2021,F,Allianz MTV Stuttgart,Schwarz-Weiß Erfurt,3,0,Koskelo Roosa,Segura Palleres Maria,Lohuis Juliët,Grundt Lena,Jasper Hester,Grozer Dora,Rosenthal Jenna,Kästner Pia,Große Scharmann Lena,Papafotiou Athina,Rivers Krystal,Berger Lara,Mlejnkova Michaela,,Palmer Madeline,Kovac Sara,Reinisch Paula,Petter Michelle,Lenz Sindy,Michel Tosi Victoria,Gross Jasmine,Barthel Meghan,Maase Rica,Cole Madelyn,-,-,-,-,Grechanaia Anastasiia
135,2021/02/20,1084.0,2020/2021,M,Netzhoppers KW-Bestensee,BERLIN RECYCLING Volleys,1,3,Jalowietzki Jan,Weir James,Goralik Yannick,Jackson James,Klooss Adrian Lennart,Westphal Dirk,Allik Karli,Ratajczak Kamil,Timmermann Theo,Mönnich Johannes,Kovác Jakub,Gust Levin,-,,Le Roux Kevin,Moraes Davy,Michelucci Renan,Grankin Sergey,Baghdady Robin,Brehme Anton,Carle Timothée,Zenger Julian,Kessel Cody,Tuia Samuele,Patch Benjamin,Kaliberda Denys,Carbonera Éder,-,Kowalski Adam
136,2020/10/03,2004.0,2020/2021,F,VfB Suhl LOTTO Thüringen,SSC Palmberg Schwerin,1,3,Harbin Danielle,Müller Sabrina,Meis Lisanne,Boom Dagmar,Mohler Blake,Sunjic Jelena,de Zwart Laura,Steger Claudia,Lohmann Elisa,Pallag Agnes,-,-,-,,Stoltenborg Femke,Jatzko Romy,Pogany Anna,Nestler Patricia,Agost Taylor,Alsmeier Lina,Oude Luttikhuis Nicole,Spelman Hayley,Barfield Lauren,Imoudu Denise,Schölzel Marie,Ambrosius Lea,-,-,Szakmáry Greta
137,2020/02/12,2101.0,2019/2020,F,Dresdner SC,Rote Raben Vilsbiburg,2,3,Dürr Lenka,Cyris Emma,Rolfzen Kadie,de Zwart Laura,Strubbe Monique,Keller Luisa,Stigrot Lena,Kapur Milorad,Kästner Pia,Radosova Nikola,Mrdak Ivana,King Brie Joy,Weitzel Camilla,,Möller Onno,Glaab Corina,Scholten Iris,Valdez Pol Nelmaira Carol,Schoot Myrthe Mathilde,Bock Josepha,Ortiz Ruiz Neira Marina,Taylor Nikki Leialoha,Guilliams Jodie,Hernandez Ramos Alba R,-,-,-,-,Nagy Eszter
138,2021/01/09,2081.0,2020/2021,F,Rote Raben Vilsbiburg,USC Münster,3,0,Dammer Simona,Keller Luisa,Brisebois Danielle,Hartl Lena,Glaab Corina,Schoot Myrthe Mathilde,Bock Josepha,Conaway Alexis,Haneline Kayla,Guilliams Jodie,-,-,-,,Nelson Taylor Kaera,Kastrup Liza,Korevaar Demi Johanna Marijke,Lambert Adeja,Barber Nele,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,Lacerda Pereira Heloiza,Kirchhoff Mia,-,-,-,-,Bock Linda
139,2020/12/20,1042.0,2020/2021,M,WWK Volleys Herrsching,BERLIN RECYCLING Volleys,0,3,Ilic Dorde,Lembach Justus,Peter Tim,van der Ent Luuc Cornelius,Tille Johannes,Tille Ferdinand,Kaminski Jonas,Ferch Iven Fietje,Welsch Laurenz,Mantha Jori Alexander,Penrose Jalen,Tille Johannes,-,,Moraes Davy,Kühner Sebastian,Michelucci Renan,Brehme Anton,Carle Timothée,Zenger Julian,Kessel Cody,Patch Benjamin,Kaliberda Denys,Carbonera Éder,Pujol Pierre,-,-,-,Kowalski Adam
140,2020/02/08,2102.0,2019/2020,F,NawaRo Straubing,Schwarz-Weiß Erfurt,3,1,Steen Knudsen Ragni,Stöhr Tim,Lovo Steinsvag Oda,Turla Sofia,Wesser Julia,Große Scharmann Lena,Izquierdo-Mocasqui Lisa,Dreblow Sophie,-,-,-,-,-,,Amaro Halli,Krause Sabrina,Petter Michelle,Lenz Sindy,Stauß Mia Anna,Brisebois Danielle,Maase Rica,Pettke Jennifer,Flory Lindsay,Dapic Barbara,-,-,-,-,Pickrell Cassidy
141,2019/11/10,1030.0,2019/2020,M,Helios GRIZZLYS Giesen,WWK Volleys Herrsching,3,0,Ringseis Florian,Richards Jordan Benjamin,Gross Jasmine,Gärtner Moritz,Costa da Silva Paulo Victo,Kaminski Jonas,Stalekar Saso,Siirilä Tommi Juhani,Staples Max William,Francös Pedro Henrique,Clere Jerome Claude Pierr,Duarte Souza Da Silva Do,Kronthaler Niklas,,Sagstetter Jonas,Watanabe Shunsuke,Krüger Merten,Halanda Tomas,Peemüller Richard,Prokopczuk Rafal,Brand Tobias,Jurkovics Mathäus,Hamzagic Irfan,Van der Ent Luuc,Antony Carlos,-,-,-,Peta Mircea Paul
142,2019/11/27,2045.0,2019/2020,F,USC Münster,Dresdner SC,0,3,Bock Linda,Nelson Taylor Kaera,Keller Luisa,Luther Doreen,Kastrup Liza,Korevaar Demi Johanna Marijke,Vanjak Ivana,Alsmeier Lina,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,-,-,,Cyris Emma,Rolfzen Kadie,de Zwart Laura,Strubbe Monique,Keller Luisa,Stigrot Lena,Kapur Milorad,Kästner Pia,Radosova Nikola,Mrdak Ivana,King Brie Joy,Weitzel Camilla,Straube Sarah,-,Dürr Lenka
143,2019/10/12,2008.0,2019/2020,F,Ladies in Black Aachen,USC Münster,3,0,Agbortabi Vanessa,Divoux Aziliz,Thater Emily Grace,Blenckers Lynn,Polder Tessa,Jasper Hester,Olimstad Emilie,Malik Polina,Storck Maja,Hindriksen Mareike,-,-,-,,Nelson Taylor Kaera,Keller Luisa,Luther Doreen,Kastrup Liza,Korevaar Demi Johanna Marijke,Vanjak Ivana,Alsmeier Lina,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,Reusch Johann,-,-,-,Bock Linda
144,2020/01/22,1071.0,2019/2020,M,WWK Volleys Herrsching,VfB Friedrichshafen,3,2,Filho Roosewelt,Sagstetter Jonas,Watanabe Shunsuke,Krüger Merten,Halanda Tomas,Peemüller Richard,Prokopczuk Rafal,Brand Tobias,Jurkovics Mathäus,Hamzagic Irfan,Van der Ent Luuc,-,-,,Kocian Tomas,Späth-Westerholt Thilo,Mote Nehemiah,Menner Anton,Balean Rares,Janouch Jakub,Malescha Daniel,Günthör Jakob,Steuerwald Markus,Gjorgiev Nikola,Schmidt Brendan,-,-,-,Worsley Joseph
145,2020/11/15,1016.0,2020/2021,M,SWD powervolleys DÜREN,United Volleys Frankfurt,3,1,Batanov Ivan,Broshog Tim,Schumann Philipp,Bann Blair,Ireland Craig,Andrae Björn,Ernastowicz Marcin,Brand Tobias,Andrei Michael,Burggräf Eric,Gevert Sebastián,Van Berkel Lucas Joshua,Kocian Tomas,,Baxpöhler Noah,Schöps Jochen,Malescha Daniel,Günthör Jakob,Schmidgall Mario,Quiroga Rodrigo,Valkiers Matthias,Lauter Philipp,Hüger Linus,-,-,-,-,-,Tsuiki Satoshi
