,PlayerName,M/F,PlayerTeam,PointsTotal,PointsDelta,ServeTotal,ServeError,ServePoints,ReceptionTotal,ReceptionError,AttackTotal,AttackError,AttackBlocked,AttackPoints,BlockPoints
18,Conaway Alexis,F,Rote Raben Vilsbiburg,0.28125,0.140625,0.265625,0.0625,0.0,0.046875,0.0,0.578125,0.03125,0.046875,0.1875,0.09375
19,Crittenden Naya,F,Dresdner SC,0.9024390243902439,0.5121951219512195,0.7317073170731707,0.07317073170731707,0.0,0.0,0.0,1.8048780487804879,0.24390243902439024,0.07317073170731707,0.8048780487804879,0.0975609756097561
20,Cyris Emma,F,Dresdner SC,0.7090909090909091,0.13636363636363635,1.0545454545454545,0.16363636363636364,0.06363636363636363,1.4363636363636363,0.13636363636363635,1.5545454545454545,0.14545454545454545,0.12727272727272726,0.5727272727272728,0.07272727272727272
21,Dammer Simona,F,Rote Raben Vilsbiburg,0.016666666666666666,-0.23333333333333334,0.4166666666666667,0.05,0.016666666666666666,2.1,0.2,0.0,0.0,0.0,0.0,0.0
22,de Zwart Laura,F,VfB Suhl LOTTO Thüringen,1.1153846153846154,0.5923076923076923,1.6923076923076923,0.34615384615384615,0.1076923076923077,0.06153846153846154,0.015384615384615385,1.4846153846153847,0.08461538461538462,0.07692307692307693,0.6384615384615384,0.36923076923076925
23,Dreblow Sophie,F,NawaRo Straubing,0.009345794392523364,-0.40186915887850466,0.0,0.0,0.0,6.177570093457944,0.411214953271028,0.018691588785046728,0.0,0.0,0.009345794392523364,0.0
24,Dürr Lenka,F,Dresdner SC,0.00847457627118644,-0.19491525423728814,0.0,0.0,0.0,4.47457627118644,0.2033898305084746,0.0423728813559322,0.0,0.0,0.00847457627118644,0.0
25,Emonts Laura,F,SC Potsdam,2.6377952755905514,1.3858267716535433,2.4803149606299213,0.14960629921259844,0.12598425196850394,3.62992125984252,0.3228346456692913,5.543307086614173,0.3858267716535433,0.3937007874015748,2.15748031496063,0.3543307086614173
26,Erzen Darja,F,SC Potsdam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0
27,Evans Ashley,F,VC Wiesbaden,1.032258064516129,0.3548387096774194,3.806451612903226,0.3387096774193548,0.1774193548387097,0.04838709677419355,0.016129032258064516,1.596774193548387,0.1935483870967742,0.12903225806451613,0.6290322580645161,0.22580645161290322
28,Flory Lindsay,F,SC Potsdam,0.27358490566037735,0.1509433962264151,0.8867924528301887,0.07547169811320754,0.04716981132075472,0.009433962264150943,0.0,0.3490566037735849,0.018867924528301886,0.02830188679245283,0.14150943396226415,0.08490566037735849
29,Gates Madeleine,F,Dresdner SC,1.8627450980392157,1.3725490196078431,2.0980392156862746,0.27450980392156865,0.058823529411764705,0.13725490196078433,0.0,2.6862745098039214,0.11764705882352941,0.09803921568627451,1.4901960784313726,0.3137254901960784
30,Genitsaridi Maria,F,VfB Suhl LOTTO Thüringen,0.17391304347826086,0.0,1.3043478260869565,0.043478260869565216,0.043478260869565216,0.391304347826087,0.0,0.5652173913043478,0.08695652173913043,0.043478260869565216,0.13043478260869565,0.0
31,Glaab Corina,F,Rote Raben Vilsbiburg,0.12030075187969924,0.007518796992481203,1.3834586466165413,0.11278195488721804,0.07518796992481203,0.015037593984962405,0.0,0.03759398496240601,0.0,0.0,0.007518796992481203,0.03759398496240601
32,Gray Jenna,F,Dresdner SC,0.8703703703703703,0.5555555555555556,3.111111111111111,0.24074074074074073,0.16666666666666666,0.0,0.0,1.1851851851851851,0.018518518518518517,0.05555555555555555,0.48148148148148145,0.24074074074074073
33,Grechanaia Anastasiia,F,Schwarz-Weiß Erfurt,0.0,-0.18181818181818182,0.36363636363636365,0.0,0.0,0.7272727272727273,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.0,0.0,0.0
34,Gross Jasmine,F,Schwarz-Weiß Erfurt,1.4090909090909092,0.8409090909090909,1.4242424242424243,0.20454545454545456,0.05303030303030303,0.07575757575757576,0.007575757575757576,2.409090909090909,0.16666666666666666,0.1893939393939394,1.106060606060606,0.25
35,Grozer Dora,F,Allianz MTV Stuttgart,0.7678571428571429,0.017857142857142856,0.7142857142857143,0.125,0.03571428571428571,1.5892857142857142,0.21428571428571427,1.9821428571428572,0.21428571428571427,0.19642857142857142,0.6785714285714286,0.05357142857142857
36,Große Scharmann Lena,F,Allianz MTV Stuttgart,2.677685950413223,1.0330578512396693,2.727272727272727,0.371900826446281,0.21487603305785125,0.008264462809917356,0.0,6.3884297520661155,0.8099173553719008,0.4628099173553719,2.256198347107438,0.2066115702479339
37,Großer Tanja,F,VC Wiesbaden,2.5520833333333335,1.21875,2.875,0.052083333333333336,0.0625,3.9375,0.22916666666666666,6.635416666666667,0.5104166666666666,0.5416666666666666,2.28125,0.20833333333333334
38,Grundt Lena,F,Allianz MTV Stuttgart,1.564102564102564,1.0384615384615385,2.5,0.19230769230769232,0.14102564102564102,0.08974358974358974,0.05128205128205128,1.9487179487179487,0.16666666666666666,0.11538461538461539,0.8846153846153846,0.5384615384615384
39,Gryka Magdalena,F,NawaRo Straubing,0.8015873015873016,0.4365079365079365,3.4523809523809526,0.2698412698412698,0.2222222222222222,0.05555555555555555,0.015873015873015872,0.8095238095238095,0.047619047619047616,0.031746031746031744,0.30952380952380953,0.2698412698412698
40,Guilliams Jodie,F,Rote Raben Vilsbiburg,2.8629441624365484,1.0355329949238579,3.4416243654822334,0.4517766497461929,0.19289340101522842,4.446700507614213,0.2893401015228426,6.9847715736040605,0.5431472081218274,0.5431472081218274,2.3248730964467006,0.34517766497461927
41,Haneline Kayla,F,Rote Raben Vilsbiburg,2.328125,1.453125,3.21875,0.296875,0.15625,0.1875,0.046875,3.65625,0.34375,0.1875,1.703125,0.46875
42,Harbin Danielle,F,VfB Suhl LOTTO Thüringen,3.6984126984126986,1.5555555555555556,2.3015873015873014,0.31746031746031744,0.12698412698412698,0.0,0.0,8.222222222222221,1.0952380952380953,0.7301587301587301,3.2222222222222223,0.3492063492063492
43,Hart Alexis,F,Rote Raben Vilsbiburg,0.47058823529411764,-0.029411764705882353,0.3235294117647059,0.058823529411764705,0.0,0.0,0.0,1.7058823529411764,0.2647058823529412,0.17647058823529413,0.47058823529411764,0.0
44,Hartl Lena,F,Rote Raben Vilsbiburg,0.75,0.65,3.3,0.1,0.2,0.0,0.0,0.7,0.0,0.0,0.4,0.15
45,Haynes Madeline,F,Ladies in Black Aachen,1.5254237288135593,0.288135593220339,1.3898305084745763,0.2033898305084746,0.13559322033898305,3.2033898305084745,0.3898305084745763,3.8813559322033897,0.3050847457627119,0.3389830508474576,1.2372881355932204,0.15254237288135594
46,Hentz Morgan,F,Dresdner SC,0.0,-0.023809523809523808,0.023809523809523808,0.0,0.0,0.6666666666666666,0.023809523809523808,0.0,0.0,0.0,0.0,0.0
47,Herelova Nina,F,Ladies in Black Aachen,1.6101694915254237,1.11864406779661,2.389830508474576,0.1016949152542373,0.11864406779661017,0.03389830508474576,0.0,2.4915254237288136,0.13559322033898305,0.2542372881355932,1.2203389830508475,0.2711864406779661
48,Hetmann Selma Theresa,F,VC Wiesbaden,1.1271186440677967,0.6101694915254238,1.61864406779661,0.1694915254237288,0.05084745762711865,0.06779661016949153,0.00847457627118644,2.1186440677966103,0.16101694915254236,0.17796610169491525,0.8220338983050848,0.2542372881355932
49,Hindriksen Mareike,F,Ladies in Black Aachen,0.7153846153846154,0.49230769230769234,3.023076923076923,0.11538461538461539,0.19230769230769232,0.06153846153846154,0.015384615384615385,0.9615384615384616,0.046153846153846156,0.046153846153846156,0.4153846153846154,0.1076923076923077
50,Hänle Marie,F,NawaRo Straubing,0.7540983606557377,0.2459016393442623,0.6065573770491803,0.06557377049180328,0.0,0.0,0.0,2.2950819672131146,0.2459016393442623,0.19672131147540983,0.7213114754098361,0.03278688524590164
51,Hölzig Annegret,F,NawaRo Straubing,2.48,0.944,2.96,0.376,0.224,5.72,0.312,6.04,0.36,0.488,1.984,0.272
52,Hötschl Paula,F,VC Wiesbaden,0.16853932584269662,-0.033707865168539325,0.4606741573033708,0.11235955056179775,0.0898876404494382,0.8089887640449438,0.056179775280898875,0.4044943820224719,0.033707865168539325,0.0,0.07865168539325842,0.0
53,Imoudu Denise,F,SSC Palmberg Schwerin,0.3816793893129771,0.061068702290076333,1.7709923664122138,0.3053435114503817,0.11450381679389313,0.061068702290076333,0.0,0.3816793893129771,0.015267175572519083,0.0,0.16030534351145037,0.10687022900763359
54,Ismaili Valbona,F,NawaRo Straubing,0.8319327731092437,0.07563025210084033,0.8571428571428571,0.07563025210084033,0.058823529411764705,1.9075630252100841,0.19327731092436976,2.1176470588235294,0.226890756302521,0.2605042016806723,0.6722689075630253,0.10084033613445378
55,Jaksetic Vedrana,F,VfB Suhl LOTTO Thüringen,0.6666666666666666,0.42857142857142855,3.7777777777777777,0.19047619047619047,0.14285714285714285,0.015873015873015872,0.0,1.1587301587301588,0.015873015873015872,0.031746031746031744,0.3333333333333333,0.19047619047619047
56,Janiska Jennifer,F,Dresdner SC,2.8,1.5733333333333333,3.7066666666666666,0.36,0.28,3.1733333333333333,0.10666666666666667,5.986666666666666,0.41333333333333333,0.3466666666666667,2.2266666666666666,0.29333333333333333
57,Jasper Hester,F,Allianz MTV Stuttgart,2.1496598639455784,0.9319727891156463,2.4693877551020407,0.19727891156462585,0.10204081632653061,2.891156462585034,0.1564625850340136,4.891156462585034,0.3945578231292517,0.46938775510204084,1.8571428571428572,0.19047619047619047
58,Jatzko Romy,F,SSC Palmberg Schwerin,0.136986301369863,0.0410958904109589,0.1917808219178082,0.03424657534246575,0.00684931506849315,0.23972602739726026,0.03424657534246575,0.3219178082191781,0.02054794520547945,0.00684931506849315,0.1232876712328767,0.00684931506849315
59,Jegdic Aleksandra,F,SC Potsdam,0.4155844155844156,0.05844155844155844,0.5064935064935064,0.045454545454545456,0.05844155844155844,3.935064935064935,0.14285714285714285,1.0129870129870129,0.1038961038961039,0.06493506493506493,0.3246753246753247,0.032467532467532464
60,Kastrup Liza,F,USC Münster,1.8244274809160306,0.9618320610687023,1.9770992366412214,0.11450381679389313,0.061068702290076333,0.25190839694656486,0.04580152671755725,4.435114503816794,0.33587786259541985,0.366412213740458,1.5572519083969465,0.20610687022900764
61,Keller Luisa,F,Rote Raben Vilsbiburg,1.6544502617801047,0.7643979057591623,2.575916230366492,0.21465968586387435,0.28272251308900526,2.026178010471204,0.14136125654450263,3.518324607329843,0.31413612565445026,0.2198952879581152,1.2303664921465969,0.14136125654450263
62,Kettenbach Elisabeth,F,NawaRo Straubing,0.09836065573770492,0.0,1.3934426229508197,0.08196721311475409,0.03278688524590164,0.01639344262295082,0.01639344262295082,0.06557377049180328,0.0,0.0,0.04918032786885246,0.01639344262295082
63,Kicka Kristina,F,Ladies in Black Aachen,3.5254237288135593,1.694915254237288,2.5084745762711864,0.5423728813559322,0.22033898305084745,0.06779661016949153,0.0,8.084745762711865,0.864406779661017,0.423728813559322,2.8813559322033897,0.423728813559322
64,Kildau Erika,F,USC Münster,0.0,-0.6521739130434783,0.0,0.0,0.0,7.956521739130435,0.6521739130434783,0.0,0.0,0.0,0.0,0.0
65,Kirchhoff Mia,F,USC Münster,0.03773584905660377,0.0,0.24528301886792453,0.0,0.0,0.4528301886792453,0.018867924528301886,0.20754716981132076,0.0,0.018867924528301886,0.018867924528301886,0.018867924528301886
66,Korevaar Demi Johanna Marijke,F,USC Münster,1.7786259541984732,1.2061068702290076,2.4427480916030535,0.1984732824427481,0.11450381679389313,0.1450381679389313,0.015267175572519083,3.122137404580153,0.1984732824427481,0.16030534351145037,1.2595419847328244,0.40458015267175573
67,Koskelo Roosa,F,Allianz MTV Stuttgart,0.0,-0.189873417721519,0.0,0.0,0.0,3.848101265822785,0.189873417721519,0.0,0.0,0.0,0.0,0.0
68,Kovac Sara,F,Schwarz-Weiß Erfurt,2.5892857142857144,0.6785714285714286,2.5,0.44642857142857145,0.26785714285714285,0.0,0.0,6.982142857142857,0.6785714285714286,0.7857142857142857,2.125,0.19642857142857142
69,Krause Sabrina,F,Schwarz-Weiß Erfurt,0.37373737373737376,0.050505050505050504,1.3535353535353536,0.21212121212121213,0.10101010101010101,0.06060606060606061,0.0,0.5959595959595959,0.0707070707070707,0.04040404040404041,0.16161616161616163,0.1111111111111111
70,Kästner Pia,F,Allianz MTV Stuttgart,0.5203252032520326,0.2032520325203252,1.3252032520325203,0.13008130081300814,0.06504065040650407,0.016260162601626018,0.0,1.2276422764227641,0.056910569105691054,0.13008130081300814,0.3821138211382114,0.07317073170731707
71,Lacerda Pereira Heloiza,F,USC Münster,1.4,0.6181818181818182,1.2363636363636363,0.2,0.12727272727272726,0.05454545454545454,0.03636363636363636,3.1454545454545455,0.2545454545454545,0.2909090909090909,1.0545454545454545,0.21818181818181817
72,Lambert Adeja,F,USC Münster,1.2148148148148148,0.2814814814814815,1.8444444444444446,0.31851851851851853,0.07407407407407407,1.8814814814814815,0.1925925925925926,2.474074074074074,0.24444444444444444,0.17777777777777778,0.8592592592592593,0.2814814814814815
73,Langgemach Juliane,F,USC Münster,0.9296875,0.6015625,1.53125,0.171875,0.109375,0.046875,0.015625,1.3828125,0.0625,0.078125,0.65625,0.1640625
74,Lavickyte Rugile,F,Ladies in Black Aachen,0.3898305084745763,0.0847457627118644,0.5084745762711864,0.13559322033898305,0.05084745762711865,0.01694915254237288,0.0,1.0677966101694916,0.1016949152542373,0.06779661016949153,0.288135593220339,0.05084745762711865
75,Lenz Sindy,F,Schwarz-Weiß Erfurt,1.878787878787879,0.12121212121212122,2.9696969696969697,0.41414141414141414,0.13131313131313133,5.343434343434343,0.37373737373737376,6.141414141414141,0.5151515151515151,0.45454545454545453,1.6767676767676767,0.0707070707070707
76,Lieb Lina-Marie,F,Dresdner SC,0.020833333333333332,0.0,0.08333333333333333,0.020833333333333332,0.020833333333333332,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0
77,Linke Lena,F,Dresdner SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Lohmann Elisa,F,VfB Suhl LOTTO Thüringen,0.923728813559322,0.22033898305084745,0.7372881355932204,0.11864406779661017,0.05084745762711865,4.771186440677966,0.3135593220338983,1.8220338983050848,0.1271186440677966,0.1440677966101695,0.7627118644067796,0.11016949152542373
79,Lohuis Juliët,F,Allianz MTV Stuttgart,2.075,1.4375,3.6625,0.275,0.2625,0.0875,0.0125,2.7,0.1625,0.1875,1.2,0.6125
80,Maase Rica,F,Schwarz-Weiß Erfurt,0.7474747474747475,0.25252525252525254,0.7575757575757576,0.06060606060606061,0.050505050505050504,0.10101010101010101,0.010101010101010102,1.97979797979798,0.2222222222222222,0.20202020202020202,0.6262626262626263,0.0707070707070707
81,Meis Lisanne,F,VfB Suhl LOTTO Thüringen,0.04054054054054054,-0.08108108108108109,0.8243243243243243,0.10810810810810811,0.02702702702702703,0.0,0.0,0.06756756756756757,0.013513513513513514,0.0,0.0,0.013513513513513514
82,Merte Franca,F,Schwarz-Weiß Erfurt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Michel Tosi Victoria,F,Schwarz-Weiß Erfurt,1.098901098901099,0.2967032967032967,2.065934065934066,0.38461538461538464,0.10989010989010989,0.16483516483516483,0.01098901098901099,2.1648351648351647,0.15384615384615385,0.25274725274725274,0.7692307692307693,0.21978021978021978
84,Mlejnkova Michaela,F,Allianz MTV Stuttgart,3.5,1.875,3.0892857142857144,0.08928571428571429,0.16071428571428573,6.339285714285714,0.4642857142857143,7.375,0.5714285714285714,0.5,3.0,0.3392857142857143
85,Mohler Blake,F,VfB Suhl LOTTO Thüringen,1.5238095238095237,0.7936507936507936,1.3968253968253967,0.2222222222222222,0.09523809523809523,0.047619047619047616,0.015873015873015872,2.746031746031746,0.25396825396825395,0.23809523809523808,1.2063492063492063,0.2222222222222222
86,Mohr Pia,F,USC Münster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Müller Sabrina,F,VfB Suhl LOTTO Thüringen,0.9047619047619048,0.3968253968253968,1.4444444444444444,0.2698412698412698,0.12698412698412698,0.0,0.0,1.380952380952381,0.1111111111111111,0.12698412698412698,0.47619047619047616,0.30158730158730157
88,Nelson Taylor Kaera,F,USC Münster,0.3170731707317073,0.13008130081300814,2.024390243902439,0.12195121951219512,0.07317073170731707,0.04878048780487805,0.0,0.4715447154471545,0.04065040650406504,0.024390243902439025,0.17073170731707318,0.07317073170731707
89,Nestler Patricia,F,SSC Palmberg Schwerin,0.014925373134328358,-0.04477611940298507,0.14925373134328357,0.0,0.014925373134328358,1.1044776119402986,0.05970149253731343,0.0,0.0,0.0,0.0,0.0
90,Neuhaus Frauke,F,VC Wiesbaden,2.861788617886179,0.9349593495934959,2.772357723577236,0.43902439024390244,0.22764227642276422,2.6097560975609757,0.25203252032520324,6.609756097560975,0.6666666666666666,0.5691056910569106,2.3902439024390243,0.25203252032520324
91,Nogueras Jennifer,F,SC Potsdam,0.34782608695652173,0.17391304347826086,3.0434782608695654,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.5217391304347826,0.0,0.0,0.17391304347826086,0.08695652173913043
92,Norveel Kjersti,F,NawaRo Straubing,1.180327868852459,0.4098360655737705,2.5245901639344264,0.36065573770491804,0.22950819672131148,0.09836065573770492,0.03278688524590164,2.4262295081967213,0.21311475409836064,0.16393442622950818,0.7049180327868853,0.2459016393442623
93,Oiwoh Noemi Laureen,F,NawaRo Straubing,2.1714285714285713,1.4285714285714286,3.342857142857143,0.4,0.11428571428571428,0.11428571428571428,0.02857142857142857,3.4,0.05714285714285714,0.2571428571428571,1.4,0.6571428571428571
94,Olimstad Emilie,F,Ladies in Black Aachen,1.2076923076923076,0.3,1.9230769230769231,0.1076923076923077,0.12307692307692308,3.7153846153846155,0.16923076923076924,4.0,0.24615384615384617,0.38461538461538464,0.9615384615384616,0.12307692307692308
95,Oude Luttikhuis Nicole,F,SSC Palmberg Schwerin,0.7518796992481203,0.21804511278195488,0.7819548872180451,0.13533834586466165,0.05263157894736842,1.3759398496240602,0.09022556390977443,1.669172932330827,0.17293233082706766,0.13533834586466165,0.6090225563909775,0.09022556390977443
96,Pallag Agnes,F,VfB Suhl LOTTO Thüringen,2.8253968253968256,1.1428571428571428,4.349206349206349,0.15873015873015872,0.14285714285714285,6.079365079365079,0.15873015873015872,6.587301587301587,0.6666666666666666,0.6984126984126984,2.3333333333333335,0.3492063492063492
97,Palmer Madeline,F,Schwarz-Weiß Erfurt,3.1,1.02,2.88,0.36,0.1,5.94,0.46,8.14,0.9,0.36,2.72,0.28
98,Papafotiou Athina,F,Allianz MTV Stuttgart,0.35714285714285715,0.14285714285714285,1.6964285714285714,0.17857142857142858,0.03571428571428571,0.0,0.0,0.32142857142857145,0.017857142857142856,0.017857142857142856,0.19642857142857142,0.125
99,Petter Michelle,F,Schwarz-Weiß Erfurt,1.26,0.69,1.6,0.17,0.08,3.035,0.175,2.07,0.14,0.085,0.975,0.205
100,Pogany Anna,F,SSC Palmberg Schwerin,0.0,-0.21428571428571427,0.0,0.0,0.0,3.1666666666666665,0.21428571428571427,0.0,0.0,0.0,0.0,0.0
101,Poll Jana Franziska,F,Ladies in Black Aachen,3.7796610169491527,2.5084745762711864,3.8983050847457625,0.15254237288135594,0.1864406779661017,4.288135593220339,0.11864406779661017,8.661016949152541,0.5084745762711864,0.4915254237288136,3.135593220338983,0.4576271186440678
102,Provaroni Claudia,F,NawaRo Straubing,1.819672131147541,0.4098360655737705,2.7704918032786887,0.3442622950819672,0.21311475409836064,4.590163934426229,0.21311475409836064,5.081967213114754,0.36065573770491804,0.4918032786885246,1.4098360655737705,0.19672131147540983
103,Reinisch Paula,F,Schwarz-Weiß Erfurt,0.5555555555555556,-0.07407407407407407,0.8271604938271605,0.14814814814814814,0.04938271604938271,2.037037037037037,0.1111111111111111,1.6419753086419753,0.2345679012345679,0.13580246913580246,0.41975308641975306,0.08641975308641975
104,Rivers Krystal,F,Allianz MTV Stuttgart,4.788732394366197,3.295774647887324,2.971830985915493,0.4507042253521127,0.11267605633802817,0.0,0.0,8.732394366197184,0.4788732394366197,0.5633802816901409,4.211267605633803,0.4647887323943662
105,Rosenthal Jenna,F,Allianz MTV Stuttgart,0.2875,0.1125,0.6875,0.075,0.025,0.0625,0.05,0.475,0.0375,0.0125,0.2125,0.05
106,Ruddins Lindsey,F,SC Potsdam,3.4464285714285716,1.9464285714285714,3.107142857142857,0.23214285714285715,0.23214285714285715,5.678571428571429,0.30357142857142855,7.964285714285714,0.4642857142857143,0.5,2.892857142857143,0.32142857142857145
107,Runjic Marijeta,F,VC Wiesbaden,2.193548387096774,0.9032258064516129,2.064516129032258,0.14516129032258066,0.11290322580645161,1.2580645161290323,0.12903225806451613,5.467741935483871,0.5806451612903226,0.43548387096774194,1.7580645161290323,0.3225806451612903
108,Scholten Iris,F,NawaRo Straubing,3.2585365853658534,1.7804878048780488,2.5951219512195123,0.37073170731707317,0.1902439024390244,0.17560975609756097,0.02926829268292683,7.317073170731708,0.5219512195121951,0.5560975609756098,2.7853658536585364,0.28292682926829266
109,Schoot Myrthe Mathilde,F,Rote Raben Vilsbiburg,0.0,-0.234375,0.0,0.0,0.0,4.109375,0.234375,0.0,0.0,0.0,0.0,0.0
110,Schultz Pauline,F,VC Wiesbaden,0.0,-0.017543859649122806,0.07017543859649122,0.017543859649122806,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0
111,Schweigmann Janna,F,NawaRo Straubing,0.4507042253521127,0.22535211267605634,1.056338028169014,0.16901408450704225,0.07042253521126761,0.04225352112676056,0.0,0.8309859154929577,0.014084507042253521,0.04225352112676056,0.323943661971831,0.056338028169014086
112,Schwertmann Leonie,F,Ladies in Black Aachen,1.1016949152542372,0.4406779661016949,2.4915254237288136,0.3898305084745763,0.23728813559322035,0.05084745762711865,0.03389830508474576,1.5254237288135593,0.1016949152542373,0.13559322033898305,0.6271186440677966,0.23728813559322035
113,Schölzel Marie,F,SSC Palmberg Schwerin,2.153225806451613,1.6290322580645162,2.7419354838709675,0.20161290322580644,0.20967741935483872,0.08870967741935484,0.024193548387096774,2.5483870967741935,0.12903225806451613,0.1693548387096774,1.4274193548387097,0.5161290322580645
114,Segura Palleres Maria,F,Allianz MTV Stuttgart,3.232142857142857,1.2678571428571428,4.339285714285714,0.5357142857142857,0.3392857142857143,5.142857142857143,0.3392857142857143,6.803571428571429,0.375,0.7142857142857143,2.482142857142857,0.4107142857142857
115,Sorbo Live,F,Ladies in Black Aachen,0.0,0.0,0.3050847457627119,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0
116,Speech Symone,F,SC Potsdam,2.1780821917808217,1.5753424657534247,3.547945205479452,0.2191780821917808,0.1917808219178082,0.6575342465753424,0.0136986301369863,3.410958904109589,0.2328767123287671,0.136986301369863,1.726027397260274,0.2602739726027397
117,Spelman Hayley,F,SSC Palmberg Schwerin,1.9104477611940298,0.6567164179104478,1.7611940298507462,0.31343283582089554,0.16417910447761194,0.029850746268656716,0.0,4.656716417910448,0.582089552238806,0.3582089552238806,1.5820895522388059,0.16417910447761194
118,Stautz Antonia,F,SC Potsdam,1.2477064220183487,0.41284403669724773,1.926605504587156,0.1743119266055046,0.1559633027522936,2.4311926605504586,0.1743119266055046,2.889908256880734,0.1926605504587156,0.29357798165137616,0.9357798165137615,0.1559633027522936
