,PlayerName,M/F,PlayerTeam,OpposingTeam,Score1,Score2,Date,GameID,Season,PointsTotal,PointsDelta,ServeTotal,ServeError,ServePoints,ReceptionTotal,ReceptionError,AttackTotal,AttackError,AttackBlocked,AttackPoints,BlockPoints
7728,Koslowsky Tyler,M,SVG Lüneburg,BERLIN RECYCLING Volleys,2,3,2021/17/02,1079.0,2021/2022,0.0,-2.0,0.0,0,0,29.0,2.0,0.0,0,0.0,0.0,0.0
7729,Ewert Jordan,M,SVG Lüneburg,BERLIN RECYCLING Volleys,2,3,2021/17/02,1079.0,2021/2022,18.0,9.0,13.0,1.0,0,31.0,3.0,33.0,1.0,4.0,17.0,1.0
7730,van Solkema Gijs,M,SVG Lüneburg,BERLIN RECYCLING Volleys,2,3,2021/17/02,1079.0,2021/2022,0.0,-2.0,13.0,2.0,0,0.0,0,1.0,0,0.0,0.0,0.0
7731,Lindberg Viktor,M,SVG Lüneburg,BERLIN RECYCLING Volleys,2,3,2021/17/02,1079.0,2021/2022,19.0,9.0,18.0,4.0,3.0,25.0,1.0,33.0,4.0,1.0,15.0,1.0
7732,Pörner Jannik,M,SVG Lüneburg,BERLIN RECYCLING Volleys,2,3,2021/17/02,1079.0,2021/2022,4.0,4.0,1.0,0,0,0.0,0,5.0,0,0.0,4.0,0.0
7733,Craft William,M,SVG Lüneburg,BERLIN RECYCLING Volleys,2,3,2021/17/02,1079.0,2021/2022,1.0,1.0,1.0,0,0,4.0,0,1.0,0,0.0,0.0,1.0
7734,Gerken Hannes,M,SVG Lüneburg,BERLIN RECYCLING Volleys,2,3,2021/17/02,1079.0,2021/2022,0.0,-2.0,6.0,2.0,0,0.0,0,0.0,0,0.0,0.0,0.0
7735,Peemüller Richard,M,SVG Lüneburg,BERLIN RECYCLING Volleys,2,3,2021/17/02,1079.0,2021/2022,11.0,0.0,10.0,6.0,0,1.0,0,26.0,2.0,3.0,9.0,2.0
7736,Krage Florian,M,SVG Lüneburg,BERLIN RECYCLING Volleys,2,3,2021/17/02,1079.0,2021/2022,13.0,10.0,21.0,3.0,1.0,0.0,0,12.0,0,0.0,9.0,3.0
7737,Schlien Michel,M,SVG Lüneburg,BERLIN RECYCLING Volleys,2,3,2021/17/02,1079.0,2021/2022,7.0,5.0,20.0,2.0,1.0,0.0,0,7.0,0,0.0,3.0,3.0
7738,Przybylak Daria,F,Rote Raben Vilsbiburg,VfB Suhl LOTTO Thüringen,3,1,2019/10/05,2005.0,2019/2020,19.0,11.0,15.0,2.0,1.0,47.0,1.0,35.0,2.0,3.0,15.0,3.0
7739,Nagy Eszter,F,Rote Raben Vilsbiburg,VfB Suhl LOTTO Thüringen,3,1,2019/10/05,2005.0,2019/2020,7.0,6.0,12.0,0,0,0.0,0,11.0,0,1.0,4.0,3.0
7740,Möller Onno,F,Rote Raben Vilsbiburg,VfB Suhl LOTTO Thüringen,3,1,2019/10/05,2005.0,2019/2020,4.0,3.0,12.0,1.0,0,0.0,0,1.0,0,0.0,1.0,3.0
7741,Glaab Corina,F,Rote Raben Vilsbiburg,VfB Suhl LOTTO Thüringen,3,1,2019/10/05,2005.0,2019/2020,1.0,-1.0,9.0,2.0,0,0.0,0,0.0,0,0.0,0.0,1.0
7742,Scholten Iris,F,Rote Raben Vilsbiburg,VfB Suhl LOTTO Thüringen,3,1,2019/10/05,2005.0,2019/2020,2.0,1.0,5.0,0,0,0.0,0,6.0,1.0,0.0,1.0,1.0
7743,Valdez Pol Nelmaira Carol,F,Rote Raben Vilsbiburg,VfB Suhl LOTTO Thüringen,3,1,2019/10/05,2005.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7744,Schoot Myrthe Mathilde,F,Rote Raben Vilsbiburg,VfB Suhl LOTTO Thüringen,3,1,2019/10/05,2005.0,2019/2020,0.0,0.0,0.0,0,0,13.0,0,0.0,0,0.0,0.0,0.0
7745,Bock Josepha,F,Rote Raben Vilsbiburg,VfB Suhl LOTTO Thüringen,3,1,2019/10/05,2005.0,2019/2020,6.0,0.0,17.0,4.0,2.0,1.0,0,10.0,1.0,1.0,4.0,0.0
7746,Hötschl Paula,F,Rote Raben Vilsbiburg,VfB Suhl LOTTO Thüringen,3,1,2019/10/05,2005.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7747,Taylor Nikki Leialoha,F,Rote Raben Vilsbiburg,VfB Suhl LOTTO Thüringen,3,1,2019/10/05,2005.0,2019/2020,18.0,4.0,14.0,3.0,2.0,0.0,0,36.0,6.0,5.0,13.0,3.0
7748,Guilliams Jodie,F,Rote Raben Vilsbiburg,VfB Suhl LOTTO Thüringen,3,1,2019/10/05,2005.0,2019/2020,18.0,10.0,15.0,1.0,0,22.0,1.0,46.0,2.0,4.0,18.0,0.0
7749,Hernandez Ramos Alba R,F,Rote Raben Vilsbiburg,VfB Suhl LOTTO Thüringen,3,1,2019/10/05,2005.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7750,Patockova Tereza,F,VfB Suhl LOTTO Thüringen,Rote Raben Vilsbiburg,1,3,2019/10/05,2005.0,2019/2020,16.0,12.0,11.0,0,0,0.0,0,33.0,3.0,1.0,14.0,2.0
7751,Jasper Hester,F,VfB Suhl LOTTO Thüringen,Rote Raben Vilsbiburg,1,3,2019/10/05,2005.0,2019/2020,1.0,-1.0,6.0,1.0,0,2.0,0,4.0,1.0,0.0,1.0,0.0
7752,Tauchert Sophie,F,VfB Suhl LOTTO Thüringen,Rote Raben Vilsbiburg,1,3,2019/10/05,2005.0,2019/2020,0.0,-1.0,0.0,0,0,56.0,1.0,0.0,0,0.0,0.0,0.0
7753,Siebring Anniek,F,VfB Suhl LOTTO Thüringen,Rote Raben Vilsbiburg,1,3,2019/10/05,2005.0,2019/2020,13.0,-3.0,22.0,1.0,1.0,16.0,3.0,47.0,3.0,9.0,11.0,1.0
7754,Watson Karis Elizabeth,F,VfB Suhl LOTTO Thüringen,Rote Raben Vilsbiburg,1,3,2019/10/05,2005.0,2019/2020,7.0,5.0,11.0,1.0,0,0.0,0,13.0,1.0,0.0,4.0,3.0
7755,Steger Claudia,F,VfB Suhl LOTTO Thüringen,Rote Raben Vilsbiburg,1,3,2019/10/05,2005.0,2019/2020,12.0,1.0,9.0,1.0,0,12.0,1.0,31.0,7.0,2.0,11.0,1.0
7756,Jacobson McKenzie,F,VfB Suhl LOTTO Thüringen,Rote Raben Vilsbiburg,1,3,2019/10/05,2005.0,2019/2020,2.0,-2.0,4.0,1.0,1.0,0.0,0,6.0,1.0,2.0,1.0,0.0
7757,Michel Tosi Victoria,F,VfB Suhl LOTTO Thüringen,Rote Raben Vilsbiburg,1,3,2019/10/05,2005.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7758,Valkova Katerina,F,VfB Suhl LOTTO Thüringen,Rote Raben Vilsbiburg,1,3,2019/10/05,2005.0,2019/2020,2.0,1.0,5.0,1.0,0,0.0,0,3.0,0,0.0,1.0,1.0
7759,Agost Taylor,F,VfB Suhl LOTTO Thüringen,Rote Raben Vilsbiburg,1,3,2019/10/05,2005.0,2019/2020,4.0,4.0,8.0,0,0,0.0,0,5.0,0,0.0,2.0,2.0
7760,Ciganikova Simona,F,VfB Suhl LOTTO Thüringen,Rote Raben Vilsbiburg,1,3,2019/10/05,2005.0,2019/2020,5.0,3.0,15.0,2.0,0,0.0,0,4.0,0,0.0,1.0,4.0
7761,Dürr Lenka,F,Dresdner SC,VfB Suhl LOTTO Thüringen,3,1,2021/02/02,2082.0,2020/2021,0.0,-2.0,0.0,0,0,29.0,2.0,0.0,0,0.0,0.0,0.0
7762,Cyris Emma,F,Dresdner SC,VfB Suhl LOTTO Thüringen,3,1,2021/02/02,2082.0,2020/2021,0.0,-1.0,2.0,1.0,0,0.0,0,0.0,0,0.0,0.0,0.0
7763,Janiska Jennifer,F,Dresdner SC,VfB Suhl LOTTO Thüringen,3,1,2021/02/02,2082.0,2020/2021,14.0,7.0,15.0,3.0,0,17.0,0,24.0,2.0,2.0,13.0,1.0
7764,Strubbe Monique,F,Dresdner SC,VfB Suhl LOTTO Thüringen,3,1,2021/02/02,2082.0,2020/2021,1.0,1.0,1.0,0,0,0.0,0,0.0,0,0.0,0.0,1.0
7765,Hentz Morgan,F,Dresdner SC,VfB Suhl LOTTO Thüringen,3,1,2021/02/02,2082.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7766,Stigrot Lena,F,Dresdner SC,VfB Suhl LOTTO Thüringen,3,1,2021/02/02,2082.0,2020/2021,20.0,15.0,22.0,1.0,2.0,31.0,2.0,32.0,1.0,1.0,15.0,3.0
7767,Storck Maja,F,Dresdner SC,VfB Suhl LOTTO Thüringen,3,1,2021/02/02,2082.0,2020/2021,19.0,12.0,14.0,0,1.0,0.0,0,44.0,3.0,4.0,17.0,1.0
7768,Gray Jenna,F,Dresdner SC,VfB Suhl LOTTO Thüringen,3,1,2021/02/02,2082.0,2020/2021,3.0,1.0,13.0,2.0,1.0,0.0,0,3.0,0,0.0,1.0,1.0
7769,Lieb Lina-Marie,F,Dresdner SC,VfB Suhl LOTTO Thüringen,3,1,2021/02/02,2082.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7770,Gates Madeleine,F,Dresdner SC,VfB Suhl LOTTO Thüringen,3,1,2021/02/02,2082.0,2020/2021,6.0,3.0,9.0,1.0,0,0.0,0,15.0,2.0,0.0,4.0,2.0
7771,Weitzel Camilla,F,Dresdner SC,VfB Suhl LOTTO Thüringen,3,1,2021/02/02,2082.0,2020/2021,14.0,11.0,16.0,3.0,1.0,0.0,0,16.0,0,0.0,9.0,4.0
7772,Straube Sarah,F,Dresdner SC,VfB Suhl LOTTO Thüringen,3,1,2021/02/02,2082.0,2020/2021,1.0,0.0,5.0,1.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0
7773,Genitsaridi Maria,F,VfB Suhl LOTTO Thüringen,Dresdner SC,1,3,2021/02/02,2082.0,2020/2021,0.0,0.0,7.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7774,Harbin Danielle,F,VfB Suhl LOTTO Thüringen,Dresdner SC,1,3,2021/02/02,2082.0,2020/2021,20.0,7.0,10.0,2.0,0,0.0,0,53.0,6.0,5.0,19.0,1.0
7775,Müller Sabrina,F,VfB Suhl LOTTO Thüringen,Dresdner SC,1,3,2021/02/02,2082.0,2020/2021,7.0,3.0,11.0,3.0,1.0,0.0,0,13.0,0,1.0,3.0,3.0
7776,Meis Lisanne,F,VfB Suhl LOTTO Thüringen,Dresdner SC,1,3,2021/02/02,2082.0,2020/2021,0.0,0.0,2.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7777,Boom Dagmar,F,VfB Suhl LOTTO Thüringen,Dresdner SC,1,3,2021/02/02,2082.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7778,Mohler Blake,F,VfB Suhl LOTTO Thüringen,Dresdner SC,1,3,2021/02/02,2082.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7779,Sunjic Jelena,F,VfB Suhl LOTTO Thüringen,Dresdner SC,1,3,2021/02/02,2082.0,2020/2021,1.0,1.0,4.0,0,0,0.0,0,1.0,0,0.0,1.0,0.0
7780,de Zwart Laura,F,VfB Suhl LOTTO Thüringen,Dresdner SC,1,3,2021/02/02,2082.0,2020/2021,6.0,4.0,8.0,2.0,0,0.0,0,6.0,0,0.0,5.0,1.0
7781,Steger Claudia,F,VfB Suhl LOTTO Thüringen,Dresdner SC,1,3,2021/02/02,2082.0,2020/2021,15.0,8.0,17.0,1.0,2.0,30.0,2.0,31.0,0,4.0,12.0,1.0
7782,Lohmann Elisa,F,VfB Suhl LOTTO Thüringen,Dresdner SC,1,3,2021/02/02,2082.0,2020/2021,0.0,-3.0,0.0,0,0,27.0,3.0,0.0,0,0.0,0.0,0.0
7783,Pallag Agnes,F,VfB Suhl LOTTO Thüringen,Dresdner SC,1,3,2021/02/02,2082.0,2020/2021,4.0,-3.0,14.0,0,0,28.0,1.0,18.0,3.0,3.0,4.0,0.0
7784,Jaksetic Vedrana,F,VfB Suhl LOTTO Thüringen,Dresdner SC,1,3,2021/02/02,2082.0,2020/2021,5.0,5.0,12.0,0,1.0,0.0,0,4.0,0,0.0,3.0,1.0
7785,Nagy Eszter,F,Rote Raben Vilsbiburg,USC Münster,1,3,2020/02/05,2093.0,2019/2020,5.0,4.0,8.0,1.0,0,0.0,0,7.0,0,0.0,3.0,2.0
7786,Möller Onno,F,Rote Raben Vilsbiburg,USC Münster,1,3,2020/02/05,2093.0,2019/2020,3.0,2.0,14.0,1.0,0,0.0,0,3.0,0,0.0,1.0,2.0
7787,Glaab Corina,F,Rote Raben Vilsbiburg,USC Münster,1,3,2020/02/05,2093.0,2019/2020,0.0,0.0,4.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7788,Scholten Iris,F,Rote Raben Vilsbiburg,USC Münster,1,3,2020/02/05,2093.0,2019/2020,13.0,12.0,9.0,1.0,0,0.0,0,27.0,0,0.0,12.0,1.0
7789,Valdez Pol Nelmaira Carol,F,Rote Raben Vilsbiburg,USC Münster,1,3,2020/02/05,2093.0,2019/2020,9.0,-1.0,8.0,2.0,0,32.0,4.0,24.0,3.0,1.0,8.0,1.0
7790,Schoot Myrthe Mathilde,F,Rote Raben Vilsbiburg,USC Münster,1,3,2020/02/05,2093.0,2019/2020,0.0,0.0,0.0,0,0,16.0,0,0.0,0,0.0,0.0,0.0
7791,Bock Josepha,F,Rote Raben Vilsbiburg,USC Münster,1,3,2020/02/05,2093.0,2019/2020,10.0,4.0,17.0,4.0,4.0,0.0,0,11.0,0,2.0,6.0,0.0
7792,Ortiz Ruiz Neira Marina,F,Rote Raben Vilsbiburg,USC Münster,1,3,2020/02/05,2093.0,2019/2020,5.0,2.0,5.0,3.0,0,0.0,0,9.0,0,0.0,4.0,1.0
7793,Hötschl Paula,F,Rote Raben Vilsbiburg,USC Münster,1,3,2020/02/05,2093.0,2019/2020,0.0,0.0,1.0,0,0,0.0,0,1.0,0,0.0,0.0,0.0
7794,Taylor Nikki Leialoha,F,Rote Raben Vilsbiburg,USC Münster,1,3,2020/02/05,2093.0,2019/2020,5.0,0.0,4.0,1.0,1.0,0.0,0,21.0,2.0,2.0,4.0,0.0
7795,Guilliams Jodie,F,Rote Raben Vilsbiburg,USC Münster,1,3,2020/02/05,2093.0,2019/2020,10.0,1.0,13.0,1.0,0,29.0,3.0,27.0,3.0,2.0,9.0,1.0
7796,Busch Amelie,F,Rote Raben Vilsbiburg,USC Münster,1,3,2020/02/05,2093.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7797,Hernandez Ramos Alba R,F,Rote Raben Vilsbiburg,USC Münster,1,3,2020/02/05,2093.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7798,Bock Linda,F,USC Münster,Rote Raben Vilsbiburg,3,1,2020/02/05,2093.0,2019/2020,0.0,-1.0,0.0,0,0,17.0,1.0,0.0,0,0.0,0.0,0.0
7799,Nelson Taylor Kaera,F,USC Münster,Rote Raben Vilsbiburg,3,1,2020/02/05,2093.0,2019/2020,2.0,0.0,9.0,1.0,1.0,0.0,0,3.0,1.0,0.0,1.0,0.0
7800,Keller Luisa,F,USC Münster,Rote Raben Vilsbiburg,3,1,2020/02/05,2093.0,2019/2020,5.0,2.0,7.0,0,0,8.0,0,11.0,1.0,2.0,5.0,0.0
7801,Luther Doreen,F,USC Münster,Rote Raben Vilsbiburg,3,1,2020/02/05,2093.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7802,Kastrup Liza,F,USC Münster,Rote Raben Vilsbiburg,3,1,2020/02/05,2093.0,2019/2020,6.0,5.0,7.0,1.0,0,0.0,0,9.0,0,0.0,5.0,1.0
7803,Korevaar Demi Johanna Marijke,F,USC Münster,Rote Raben Vilsbiburg,3,1,2020/02/05,2093.0,2019/2020,6.0,2.0,12.0,2.0,0,0.0,0,10.0,2.0,0.0,4.0,2.0
7804,Vanjak Ivana,F,USC Münster,Rote Raben Vilsbiburg,3,1,2020/02/05,2093.0,2019/2020,17.0,8.0,14.0,0,2.0,21.0,2.0,36.0,3.0,4.0,13.0,2.0
7805,Alsmeier Lina,F,USC Münster,Rote Raben Vilsbiburg,3,1,2020/02/05,2093.0,2019/2020,16.0,5.0,21.0,6.0,2.0,22.0,2.0,30.0,1.0,2.0,13.0,1.0
7806,Langgemach Juliane,F,USC Münster,Rote Raben Vilsbiburg,3,1,2020/02/05,2093.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7807,van Aalen Sarah Emma,F,USC Münster,Rote Raben Vilsbiburg,3,1,2020/02/05,2093.0,2019/2020,1.0,0.0,4.0,1.0,0,0.0,0,1.0,0,0.0,1.0,0.0
7808,Wezorke Barbara Roxana,F,USC Münster,Rote Raben Vilsbiburg,3,1,2020/02/05,2093.0,2019/2020,14.0,11.0,16.0,2.0,2.0,0.0,0,16.0,1.0,0.0,11.0,1.0
7809,Reusch Johann,F,USC Münster,Rote Raben Vilsbiburg,3,1,2020/02/05,2093.0,2019/2020,0.0,0.0,0.0,0,0,1.0,0,1.0,0,0.0,0.0,0.0
7810,Broshog Tim,M,SWD powervolleys DÜREN,Netzhoppers KW-Bestensee,3,1,2019/17/10,1008.0,2019/2020,13.0,11.0,11.0,0,1.0,2.0,0,12.0,0,2.0,7.0,5.0
7811,Zachrich Jaromir,M,SWD powervolleys DÜREN,Netzhoppers KW-Bestensee,3,1,2019/17/10,1008.0,2019/2020,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7812,Schumann Philipp,M,SWD powervolleys DÜREN,Netzhoppers KW-Bestensee,3,1,2019/17/10,1008.0,2019/2020,0.0,-1.0,9.0,1.0,0,0.0,0,0.0,0,0.0,0.0,0.0
7813,Brandt Niklas,M,SWD powervolleys DÜREN,Netzhoppers KW-Bestensee,3,1,2019/17/10,1008.0,2019/2020,6.0,1.0,16.0,1.0,1.0,24.0,0,17.0,1.0,3.0,4.0,1.0
7814,Andrae Björn,M,SWD powervolleys DÜREN,Netzhoppers KW-Bestensee,3,1,2019/17/10,1008.0,2019/2020,12.0,4.0,13.0,4.0,0,24.0,1.0,24.0,1.0,2.0,12.0,0.0
7815,Bogachev Egor,M,SWD powervolleys DÜREN,Netzhoppers KW-Bestensee,3,1,2019/17/10,1008.0,2019/2020,0.0,-1.0,0.0,0,0,3.0,1.0,2.0,0,0.0,0.0,0.0
7816,Brand Tobias,M,SWD powervolleys DÜREN,Netzhoppers KW-Bestensee,3,1,2019/17/10,1008.0,2019/2020,0.0,-1.0,0.0,0,0,18.0,1.0,0.0,0,0.0,0.0,0.0
7817,Andrei Michael,M,SWD powervolleys DÜREN,Netzhoppers KW-Bestensee,3,1,2019/17/10,1008.0,2019/2020,12.0,11.0,8.0,1.0,0,0.0,0,16.0,0,0.0,10.0,2.0
7818,Burggräf Eric,M,SWD powervolleys DÜREN,Netzhoppers KW-Bestensee,3,1,2019/17/10,1008.0,2019/2020,0.0,0.0,2.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7819,Gevert Sebastián,M,SWD powervolleys DÜREN,Netzhoppers KW-Bestensee,3,1,2019/17/10,1008.0,2019/2020,23.0,16.0,22.0,4.0,6.0,0.0,0,33.0,2.0,1.0,17.0,0.0
7820,Kocian Tomas,M,SWD powervolleys DÜREN,Netzhoppers KW-Bestensee,3,1,2019/17/10,1008.0,2019/2020,2.0,-3.0,15.0,4.0,0,0.0,0,1.0,1.0,0.0,0.0,2.0
7821,Herr Luke Thomas A.,M,Netzhoppers KW-Bestensee,SWD powervolleys DÜREN,1,3,2019/17/10,1008.0,2019/2020,5.0,2.0,14.0,2.0,1.0,0.0,0,2.0,1.0,0.0,1.0,3.0
7822,Jalowietzki Jan,M,Netzhoppers KW-Bestensee,SWD powervolleys DÜREN,1,3,2019/17/10,1008.0,2019/2020,0.0,-2.0,2.0,1.0,0,0.0,0,1.0,1.0,0.0,0.0,0.0
7823,Scholten Iris,M,Netzhoppers KW-Bestensee,SWD powervolleys DÜREN,1,3,2019/17/10,1008.0,2019/2020,15.0,9.0,11.0,3.0,0,0.0,0,32.0,1.0,2.0,15.0,0.0
7824,Ofoha Uchenna,M,Netzhoppers KW-Bestensee,SWD powervolleys DÜREN,1,3,2019/17/10,1008.0,2019/2020,8.0,7.0,10.0,0,0,0.0,0,8.0,0,1.0,5.0,3.0
7825,Erdmann Jonathan,M,Netzhoppers KW-Bestensee,SWD powervolleys DÜREN,1,3,2019/17/10,1008.0,2019/2020,0.0,-1.0,1.0,1.0,0,0.0,0,0.0,0,0.0,0.0,0.0
7826,Klooss Adrian Lennart,M,Netzhoppers KW-Bestensee,SWD powervolleys DÜREN,1,3,2019/17/10,1008.0,2019/2020,0.0,-1.0,1.0,1.0,0,0.0,0,0.0,0,0.0,0.0,0.0
7827,Westphal Dirk,M,Netzhoppers KW-Bestensee,SWD powervolleys DÜREN,1,3,2019/17/10,1008.0,2019/2020,15.0,4.0,20.0,1.0,1.0,15.0,2.0,35.0,4.0,4.0,14.0,0.0
7828,Just Maximilian,M,Netzhoppers KW-Bestensee,SWD powervolleys DÜREN,1,3,2019/17/10,1008.0,2019/2020,1.0,0.0,2.0,1.0,0,0.0,0,2.0,0,0.0,1.0,0.0
7829,Ratajczak Kamil,M,Netzhoppers KW-Bestensee,SWD powervolleys DÜREN,1,3,2019/17/10,1008.0,2019/2020,0.0,-2.0,0.0,0,0,25.0,2.0,0.0,0,0.0,0.0,0.0
7830,Timmermann Theo,M,Netzhoppers KW-Bestensee,SWD powervolleys DÜREN,1,3,2019/17/10,1008.0,2019/2020,14.0,0.0,13.0,3.0,1.0,40.0,4.0,35.0,4.0,3.0,12.0,1.0
7831,Lambert Adeja,M,Netzhoppers KW-Bestensee,SWD powervolleys DÜREN,1,3,2019/17/10,1008.0,2019/2020,5.0,3.0,11.0,1.0,0,1.0,0,7.0,1.0,0.0,4.0,1.0
7832,Kersting Maximilian,M,VCO Berlin,VC Wiesbaden,0,3,2021/02/17,1215.0,2020/2021,2.0,0.0,1.0,1.0,0,0.0,0,1.0,1.0,0.0,0.0,2.0
7833,Eckardt Moritz,M,VCO Berlin,VC Wiesbaden,0,3,2021/02/17,1215.0,2020/2021,0.0,-1.0,0.0,0,0,23.0,1.0,0.0,0,0.0,0.0,0.0
7834,Hosch Tobias,M,VCO Berlin,VC Wiesbaden,0,3,2021/02/17,1215.0,2020/2021,1.0,1.0,3.0,0,1.0,1.0,0,0.0,0,0.0,0.0,0.0
7835,Frohberg Marco,M,VCO Berlin,VC Wiesbaden,0,3,2021/02/17,1215.0,2020/2021,0.0,0.0,1.0,0,0,0.0,0,1.0,0,0.0,0.0,0.0
7836,Möller Onno,M,VCO Berlin,VC Wiesbaden,0,3,2021/02/17,1215.0,2020/2021,0.0,-1.0,2.0,1.0,0,0.0,0,0.0,0,0.0,0.0,0.0
7837,Röhrs Erik,M,VCO Berlin,VC Wiesbaden,0,3,2021/02/17,1215.0,2020/2021,14.0,6.0,16.0,5.0,1.0,18.0,2.0,24.0,0,1.0,11.0,2.0
7838,John Filip,M,VCO Berlin,VC Wiesbaden,0,3,2021/02/17,1215.0,2020/2021,15.0,12.0,10.0,1.0,0,0.0,0,31.0,2.0,0.0,15.0,0.0
7839,Reusch Johann,M,VCO Berlin,VC Wiesbaden,0,3,2021/02/17,1215.0,2020/2021,0.0,-1.0,0.0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0
7840,Lind Jonas,M,VCO Berlin,VC Wiesbaden,0,3,2021/02/17,1215.0,2020/2021,3.0,2.0,14.0,1.0,1.0,0.0,0,1.0,0,0.0,1.0,1.0
7841,Hüther Franz,M,VCO Berlin,VC Wiesbaden,0,3,2021/02/17,1215.0,2020/2021,3.0,2.0,6.0,0,0,1.0,0,6.0,1.0,0.0,2.0,1.0
7842,Schulz Max,M,VCO Berlin,VC Wiesbaden,0,3,2021/02/17,1215.0,2020/2021,6.0,4.0,4.0,0,0,10.0,1.0,18.0,0,1.0,5.0,1.0
7843,Just Maximilian,M,VCO Berlin,VC Wiesbaden,0,3,2021/02/17,1215.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7844,Breburda Jan,M,VCO Berlin,VC Wiesbaden,0,3,2021/02/17,1215.0,2020/2021,2.0,1.0,5.0,0,0,0.0,0,4.0,1.0,0.0,1.0,1.0
7845,Brentel Jannik,M,VCO Berlin,VC Wiesbaden,0,3,2021/02/17,1215.0,2020/2021,2.0,-1.0,3.0,1.0,0,9.0,1.0,5.0,1.0,0.0,2.0,0.0
7846,Jalowietzki Jan,M,VC Wiesbaden,VCO Berlin,3,0,2021/02/17,1215.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7847,Weir James,M,VC Wiesbaden,VCO Berlin,3,0,2021/02/17,1215.0,2020/2021,12.0,10.0,9.0,2.0,0,0.0,0,12.0,0,0.0,11.0,1.0
7848,Goralik Yannick,M,VC Wiesbaden,VCO Berlin,3,0,2021/02/17,1215.0,2020/2021,8.0,7.0,18.0,0,1.0,0.0,0,9.0,0,1.0,7.0,0.0
7849,Jackson James,M,VC Wiesbaden,VCO Berlin,3,0,2021/02/17,1215.0,2020/2021,2.0,1.0,1.0,1.0,0,0.0,0,6.0,0,0.0,1.0,1.0
7850,Klooss Adrian Lennart,M,VC Wiesbaden,VCO Berlin,3,0,2021/02/17,1215.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7851,Westphal Dirk,M,VC Wiesbaden,VCO Berlin,3,0,2021/02/17,1215.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7852,Allik Karli,M,VC Wiesbaden,VCO Berlin,3,0,2021/02/17,1215.0,2020/2021,6.0,0.0,8.0,2.0,0,31.0,2.0,9.0,2.0,0.0,6.0,0.0
7853,Ratajczak Kamil,M,VC Wiesbaden,VCO Berlin,3,0,2021/02/17,1215.0,2020/2021,0.0,0.0,0.0,0,0,13.0,0,0.0,0,0.0,0.0,0.0
7854,Timmermann Theo,M,VC Wiesbaden,VCO Berlin,3,0,2021/02/17,1215.0,2020/2021,11.0,5.0,8.0,1.0,0,11.0,1.0,27.0,2.0,2.0,11.0,0.0
7855,Mönnich Johannes,M,VC Wiesbaden,VCO Berlin,3,0,2021/02/17,1215.0,2020/2021,13.0,5.0,15.0,2.0,3.0,0.0,0,29.0,1.0,5.0,10.0,0.0
7856,Kovác Jakub,M,VC Wiesbaden,VCO Berlin,3,0,2021/02/17,1215.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7857,Gust Levin,M,VC Wiesbaden,VCO Berlin,3,0,2021/02/17,1215.0,2020/2021,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
7858,Droszynsky Kamil,M,VC Wiesbaden,VCO Berlin,3,0,2021/02/17,1215.0,2020/2021,3.0,1.0,14.0,2.0,2.0,0.0,0,2.0,0,0.0,1.0,0.0
7859,Bock Linda,F,USC Münster,Ladies in Black Aachen,3,2,2020/01/19,2074.0,2019/2020,0.0,-1.0,0.0,0,0,16.0,1.0,0.0,0,0.0,0.0,0.0
